광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율,연도
강원특별자치도,횡성군,151848858.0,5.2,11156142.0,4.1,2023
경기도,가평군,627366383.0,21.5,26804148.0,1.5,2023
경기도,고양시,627366383.0,21.5,140709212.0,8.0,2023
경기도,과천시,627366383.0,21.5,20448456.0,1.2,2023
경기도,광명시,627366383.0,21.5,40819090.0,2.3,2023
경기도,광주시,627366383.0,21.5,46174240.0,2.6,2023
경기도,구리시,627366383.0,21.5,45153374.0,2.6,2023
경기도,군포시,627366383.0,21.5,26247452.0,1.5,2023
경기도,김포시,627366383.0,21.5,51254312.0,2.9,2023
경기도,남양주시,627366383.0,21.5,72963352.0,4.2,2023
경기도,동두천시,627366383.0,21.5,9741501.0,0.6,2023
경기도,부천시,627366383.0,21.5,72007929.0,4.1,2023
경기도,성남시,627366383.0,21.5,143241952.0,8.1,2023
경기도,수원시,627366383.0,21.5,176525996.0,10.0,2023
경기도,시흥시,627366383.0,21.5,53104398.0,3.0,2023
경기도,안산시,627366383.0,21.5,73697071.0,4.2,2023
경기도,안성시,627366383.0,21.5,35788431.0,2.0,2023
경기도,안양시,627366383.0,21.5,65941421.0,3.8,2023
경기도,양주시,627366383.0,21.5,34995852.0,2.0,2023
경기도,양평군,627366383.0,21.5,30927008.0,1.8,2023
경기도,여주시,627366383.0,21.5,25453953.0,1.4,2023
경기도,연천군,627366383.0,21.5,9125529.0,0.5,2023
경기도,오산시,627366383.0,21.5,28526491.0,1.6,2023
경기도,용인시,627366383.0,21.5,131522475.0,7.5,2023
경기도,의왕시,627366383.0,21.5,28832328.0,1.6,2023
경기도,의정부시,627366383.0,21.5,43543108.0,2.5,2023
경기도,이천시,627366383.0,21.5,37623912.0,2.1,2023
경기도,파주시,627366383.0,21.5,53389430.0,3.0,2023
경기도,평택시,627366383.0,21.5,48231438.0,2.7,2023
경기도,포천시,627366383.0,21.5,28812248.0,1.6,2023
경기도,하남시,627366383.0,21.5,56476056.0,3.2,2023
경기도,화성시,627366383.0,21.5,99817662.0,5.7,2023
경상남도,거제시,155312930.0,5.3,23159104.0,6.4,2023
경상남도,거창군,155312930.0,5.3,6580472.0,1.8,2023
경상남도,고성군,155312930.0,5.3,9720232.0,2.7,2023
경상남도,김해시,155312930.0,5.3,44175498.0,12.3,2023
경상남도,남해군,155312930.0,5.3,8570436.0,2.4,2023
경상남도,밀양시,155312930.0,5.3,15103218.0,4.2,2023
경상남도,사천시,155312930.0,5.3,15804456.0,4.4,2023
경상남도,산청군,155312930.0,5.3,7305820.0,2.0,2023
경상남도,양산시,155312930.0,5.3,33959163.0,9.4,2023
경상남도,의령군,155312930.0,5.3,4407442.0,1.2,2023
경상남도,진주시,155312930.0,5.3,22625138.0,6.3,2023
경상남도,창녕군,155312930.0,5.3,9794830.0,2.7,2023
경상남도,창원시,155312930.0,5.3,110396741.0,30.6,2023
경상남도,통영시,155312930.0,5.3,15929700.0,4.4,2023
경상남도,하동군,155312930.0,5.3,8239802.0,2.3,2023
경상남도,함안군,155312930.0,5.3,11034170.0,3.1,2023
경상남도,함양군,155312930.0,5.3,6520076.0,1.8,2023
경상남도,합천군,155312930.0,5.3,6918681.0,1.9,2023
경상북도,경산시,180116114.0,6.2,31100198.0,9.5,2023
경상북도,경주시,180116114.0,6.2,47543034.0,14.5,2023
경상북도,고령군,180116114.0,6.2,6172537.0,1.9,2023
경상북도,구미시,180116114.0,6.2,26158044.0,8.0,2023
경상북도,김천시,180116114.0,6.2,12996834.0,4.0,2023
경상북도,문경시,180116114.0,6.2,11253470.0,3.4,2023
경상북도,봉화군,180116114.0,6.2,4572400.0,1.4,2023
경상북도,상주시,180116114.0,6.2,13742866.0,4.2,2023
경상북도,성주군,180116114.0,6.2,7516768.0,2.3,2023
경상북도,안동시,180116114.0,6.2,17133200.0,5.2,2023
경상북도,영덕군,180116114.0,6.2,10492248.0,3.2,2023
경상북도,영양군,180116114.0,6.2,1730488.0,0.5,2023
경상북도,영주시,180116114.0,6.2,8869693.0,2.7,2023
경상북도,영천시,180116114.0,6.2,13292755.0,4.0,2023
경상북도,예천군,180116114.0,6.2,6933598.0,2.1,2023
경상북도,울릉군,180116114.0,6.2,1722892.0,0.5,2023
경상북도,울진군,180116114.0,6.2,8373813.0,2.5,2023
경상북도,의성군,180116114.0,6.2,7243204.0,2.2,2023
경상북도,청도군,180116114.0,6.2,10414680.0,3.2,2023
경상북도,청송군,180116114.0,6.2,5187378.0,1.6,2023
경상북도,칠곡군,180116114.0,6.2,21741020.0,6.6,2023
경상북도,포항시,180116114.0,6.2,54741813.0,16.6,2023
광주광역시,광산구,66257320.0,2.3,44987932.0,22.9,2023
광주광역시,남구,66257320.0,2.3,20769088.0,10.6,2023
광주광역시,동구,66257320.0,2.3,33695221.0,17.1,2023
광주광역시,북구,66257320.0,2.3,46529238.0,23.7,2023
광주광역시,서구,66257320.0,2.3,50665839.0,25.8,2023
대구광역시,군위군,102614956.0,3.5,7759794.0,2.1,2023
대구광역시,남구,102614956.0,3.5,27349427.0,7.5,2023
대구광역시,달서구,102614956.0,3.5,54538603.0,15.0,2023
대구광역시,달성군,102614956.0,3.5,29944204.0,8.2,2023
대구광역시,동구,102614956.0,3.5,60485674.0,16.7,2023
대구광역시,북구,102614956.0,3.5,49672070.0,13.7,2023
대구광역시,서구,102614956.0,3.5,20602516.0,5.7,2023
대구광역시,수성구,102614956.0,3.5,48409802.0,13.3,2023
대구광역시,중구,102614956.0,3.5,64253112.0,17.7,2023
대전광역시,대덕구,82009340.0,2.8,25217300.0,11.4,2023
대전광역시,동구,82009340.0,2.8,36236235.0,16.3,2023
대전광역시,서구,82009340.0,2.8,60011872.0,27.1,2023
대전광역시,유성구,82009340.0,2.8,58629344.0,26.4,2023
대전광역시,중구,82009340.0,2.8,41616246.0,18.8,2023
부산광역시,강서구,148044554.0,5.1,39971334.0,7.0,2023
부산광역시,금정구,148044554.0,5.1,29679346.0,5.2,2023
부산광역시,기장군,148044554.0,5.1,41591224.0,7.3,2023
부산광역시,남구,148044554.0,5.1,30066424.0,5.3,2023
부산광역시,동구,148044554.0,5.1,33045120.0,5.8,2023
부산광역시,동래구,148044554.0,5.1,36786092.0,6.4,2023
부산광역시,부산진구,148044554.0,5.1,71357780.0,12.5,2023
부산광역시,북구,148044554.0,5.1,23854600.0,4.2,2023
부산광역시,사상구,148044554.0,5.1,27717210.0,4.8,2023
부산광역시,사하구,148044554.0,5.1,23240234.0,4.1,2023
부산광역시,서구,148044554.0,5.1,20305582.0,3.5,2023
부산광역시,수영구,148044554.0,5.1,37754664.0,6.6,2023
부산광역시,연제구,148044554.0,5.1,30045309.0,5.3,2023
부산광역시,영도구,148044554.0,5.1,19090144.0,3.3,2023
부산광역시,중구,148044554.0,5.1,39977112.0,7.0,2023
부산광역시,해운대구,148044554.0,5.1,67603182.0,11.8,2023
서울특별시,강남구,587266491.0,20.1,220328885.0,11.0,2023
서울특별시,강동구,587266491.0,20.1,50010166.0,2.5,2023
서울특별시,강북구,587266491.0,20.1,32727468.0,1.6,2023
서울특별시,강서구,587266491.0,20.1,79779556.0,4.0,2023
서울특별시,관악구,587266491.0,20.1,58825767.0,2.9,2023
서울특별시,광진구,587266491.0,20.1,69453276.0,3.5,2023
서울특별시,구로구,587266491.0,20.1,62523062.0,3.1,2023
서울특별시,금천구,587266491.0,20.1,28857910.0,1.4,2023
서울특별시,노원구,587266491.0,20.1,58360116.0,2.9,2023
서울특별시,도봉구,587266491.0,20.1,30518075.0,1.5,2023
서울특별시,동대문구,587266491.0,20.1,55205920.0,2.8,2023
서울특별시,동작구,587266491.0,20.1,57646768.0,2.9,2023
서울특별시,마포구,587266491.0,20.1,119217938.0,5.9,2023
서울특별시,서대문구,587266491.0,20.1,82982462.0,4.1,2023
서울특별시,서초구,587266491.0,20.1,161275726.0,8.0,2023
서울특별시,성동구,587266491.0,20.1,62123586.0,3.1,2023
서울특별시,성북구,587266491.0,20.1,50372976.0,2.5,2023
서울특별시,송파구,587266491.0,20.1,123537092.0,6.2,2023
서울특별시,양천구,587266491.0,20.1,37318736.0,1.9,2023
서울특별시,영등포구,587266491.0,20.1,110364723.0,5.5,2023
서울특별시,용산구,587266491.0,20.1,100344153.0,5.0,2023
서울특별시,은평구,587266491.0,20.1,37750268.0,1.9,2023
서울특별시,종로구,587266491.0,20.1,136910984.0,6.8,2023
서울특별시,중구,587266491.0,20.1,143526082.0,7.2,2023
서울특별시,중랑구,587266491.0,20.1,35871210.0,1.8,2023
세종특별자치시,세종특별자치시,27405046.0,0.9,31083636.0,100.0,2023
울산광역시,남구,49032032.0,1.7,44206638.0,31.4,2023
울산광역시,동구,49032032.0,1.7,13530755.0,9.6,2023
울산광역시,북구,49032032.0,1.7,23943304.0,17.0,2023
울산광역시,울주군,49032032.0,1.7,34571562.0,24.6,2023
울산광역시,중구,49032032.0,1.7,24491866.0,17.4,2023
인천광역시,강화군,175109028.0,6.0,17308683.0,4.5,2023
인천광역시,계양구,175109028.0,6.0,27919168.0,7.2,2023
인천광역시,남동구,175109028.0,6.0,53427871.0,13.7,2023
인천광역시,동구,175109028.0,6.0,10087196.0,2.6,2023
인천광역시,미추홀구,175109028.0,6.0,44577340.0,11.5,2023
인천광역시,부평구,175109028.0,6.0,48972637.0,12.6,2023
인천광역시,서구,175109028.0,6.0,54442885.0,14.0,2023
인천광역시,연수구,175109028.0,6.0,48676796.0,12.5,2023
인천광역시,옹진군,175109028.0,6.0,6220690.0,1.6,2023
인천광역시,중구,175109028.0,6.0,76946611.0,19.8,2023
전라남도,강진군,128427117.0,4.4,5768942.0,2.3,2023
전라남도,고흥군,128427117.0,4.4,6785656.0,2.7,2023
전라남도,곡성군,128427117.0,4.4,5794030.0,2.3,2023
전라남도,광양시,128427117.0,4.4,13920137.0,5.4,2023
전라남도,구례군,128427117.0,4.4,6280228.0,2.5,2023
전라남도,나주시,128427117.0,4.4,16211664.0,6.3,2023
전라남도,담양군,128427117.0,4.4,15875352.0,6.2,2023
전라남도,목포시,128427117.0,4.4,26447890.0,10.3,2023
전라남도,무안군,128427117.0,4.4,15471631.0,6.0,2023
전라남도,보성군,128427117.0,4.4,7275926.0,2.8,2023
전라남도,순천시,128427117.0,4.4,27796234.0,10.9,2023
전라남도,신안군,128427117.0,4.4,7268600.0,2.8,2023
전라남도,여수시,128427117.0,4.4,27597762.0,10.8,2023
전라남도,영광군,128427117.0,4.4,7291862.0,2.8,2023
전라남도,영암군,128427117.0,4.4,10479021.0,4.1,2023
전라남도,완도군,128427117.0,4.4,6161452.0,2.4,2023
전라남도,장성군,128427117.0,4.4,10612329.0,4.1,2023
전라남도,장흥군,128427117.0,4.4,5466146.0,2.1,2023
전라남도,진도군,128427117.0,4.4,5156900.0,2.0,2023
전라남도,함평군,128427117.0,4.4,6344359.0,2.5,2023
전라남도,해남군,128427117.0,4.4,9214940.0,3.6,2023
전라남도,화순군,128427117.0,4.4,12741407.0,5.0,2023
전북특별자치도,고창군,96051949.0,3.3,9827076.0,4.3,2023
전북특별자치도,군산시,96051949.0,3.3,25153793.0,11.1,2023
전북특별자치도,김제시,96051949.0,3.3,12199747.0,5.4,2023
전북특별자치도,남원시,96051949.0,3.3,10456618.0,4.6,2023
전북특별자치도,무주군,96051949.0,3.3,8460599.0,3.7,2023
전북특별자치도,부안군,96051949.0,3.3,10441214.0,4.6,2023
전북특별자치도,순창군,96051949.0,3.3,5067419.0,2.2,2023
전북특별자치도,완주군,96051949.0,3.3,22370534.0,9.9,2023
전북특별자치도,익산시,96051949.0,3.3,23844289.0,10.5,2023
전북특별자치도,임실군,96051949.0,3.3,8522745.0,3.8,2023
전북특별자치도,장수군,96051949.0,3.3,2824728.0,1.2,2023
전북특별자치도,전주시,96051949.0,3.3,71589682.0,31.5,2023
전북특별자치도,정읍시,96051949.0,3.3,11379658.0,5.0,2023
전북특별자치도,진안군,96051949.0,3.3,4805840.0,2.1,2023
제주특별자치도,서귀포시,60629072.0,2.1,45559598.0,42.8,2023
제주특별자치도,제주시,60629072.0,2.1,60824946.0,57.2,2023
충청남도,계룡시,164815175.0,5.7,5151682.0,1.7,2023
충청남도,공주시,164815175.0,5.7,26014156.0,8.5,2023
충청남도,금산군,164815175.0,5.7,10297466.0,3.4,2023
충청남도,논산시,164815175.0,5.7,16571947.0,5.4,2023
충청남도,당진시,164815175.0,5.7,23125249.0,7.6,2023
충청남도,보령시,164815175.0,5.7,17881668.0,5.9,2023
충청남도,부여군,164815175.0,5.7,10782208.0,3.5,2023
충청남도,서산시,164815175.0,5.7,18517814.0,6.1,2023
충청남도,서천군,164815175.0,5.7,10723223.0,3.5,2023
충청남도,아산시,164815175.0,5.7,36498304.0,12.0,2023
충청남도,예산군,164815175.0,5.7,15471036.0,5.1,2023
충청남도,천안시,164815175.0,5.7,79149592.0,25.9,2023
충청남도,청양군,164815175.0,5.7,4921434.0,1.6,2023
충청남도,태안군,164815175.0,5.7,17651886.0,5.8,2023
충청남도,홍성군,164815175.0,5.7,12657914.0,4.1,2023
충청북도,괴산군,112764396.0,3.9,10740622.0,4.6,2023
충청북도,단양군,112764396.0,3.9,9421416.0,4.1,2023
충청북도,보은군,112764396.0,3.9,6853154.0,3.0,2023
충청북도,영동군,112764396.0,3.9,6762942.0,2.9,2023
충청북도,옥천군,112764396.0,3.9,10498831.0,4.5,2023
충청북도,음성군,112764396.0,3.9,18940880.0,8.2,2023
충청북도,제천시,112764396.0,3.9,15507156.0,6.7,2023
충청북도,증평군,112764396.0,3.9,5838592.0,2.5,2023
충청북도,진천군,112764396.0,3.9,12689320.0,5.5,2023
충청북도,청주시,112764396.0,3.9,109045818.0,47.0,2023
충청북도,충주시,112764396.0,3.9,25952636.0,11.2,2023
강원특별자치도,강릉시,146618304.0,5.0,33233340.0,12.4,2024
강원특별자치도,고성군,146618304.0,5.0,12175709.0,4.6,2024
강원특별자치도,동해시,146618304.0,5.0,11545093.0,4.3,2024
강원특별자치도,삼척시,146618304.0,5.0,11910532.0,4.5,2024
강원특별자치도,속초시,146618304.0,5.0,24779951.0,9.3,2024
강원특별자치도,양구군,146618304.0,5.0,2935331.0,1.1,2024
강원특별자치도,양양군,146618304.0,5.0,15200412.0,5.7,2024
강원특별자치도,영월군,146618304.0,5.0,7062472.0,2.6,2024
강원특별자치도,원주시,146618304.0,5.0,33771454.0,12.6,2024
강원특별자치도,인제군,146618304.0,5.0,8839316.0,3.3,2024
강원특별자치도,정선군,146618304.0,5.0,9916344.0,3.7,2024
강원특별자치도,철원군,146618304.0,5.0,6907901.0,2.6,2024
강원특별자치도,춘천시,146618304.0,5.0,30040598.0,11.3,2024
강원특별자치도,태백시,146618304.0,5.0,5337983.0,2.0,2024
강원특별자치도,평창군,146618304.0,5.0,17309016.0,6.5,2024
강원특별자치도,홍천군,146618304.0,5.0,20519586.0,7.7,2024
강원특별자치도,화천군,146618304.0,5.0,4288592.0,1.6,2024
강원특별자치도,횡성군,146618304.0,5.0,11232728.0,4.2,2024
경기도,가평군,625437908.0,21.4,25988540.0,1.5,2024
경기도,고양시,625437908.0,21.4,141307684.0,7.9,2024
경기도,과천시,625437908.0,21.4,20885144.0,1.2,2024
경기도,광명시,625437908.0,21.4,39656071.0,2.2,2024
경기도,광주시,625437908.0,21.4,46568725.0,2.6,2024
경기도,구리시,625437908.0,21.4,45593086.0,2.5,2024
경기도,군포시,625437908.0,21.4,25427048.0,1.4,2024
경기도,김포시,625437908.0,21.4,50313858.0,2.8,2024
경기도,남양주시,625437908.0,21.4,69816596.0,3.9,2024
경기도,동두천시,625437908.0,21.4,10106442.0,0.6,2024
경기도,부천시,625437908.0,21.4,101540782.0,5.7,2024
경기도,성남시,625437908.0,21.4,145075186.0,8.1,2024
경기도,수원시,625437908.0,21.4,186751684.0,10.4,2024
경기도,시흥시,625437908.0,21.4,54374215.0,3.0,2024
경기도,안산시,625437908.0,21.4,76701912.0,4.3,2024
경기도,안성시,625437908.0,21.4,34515240.0,1.9,2024
경기도,안양시,625437908.0,21.4,67733110.0,3.8,2024
경기도,양주시,625437908.0,21.4,34287197.0,1.9,2024
경기도,양평군,625437908.0,21.4,29045838.0,1.6,2024
경기도,여주시,625437908.0,21.4,24131278.0,1.3,2024
경기도,연천군,625437908.0,21.4,9304900.0,0.5,2024
경기도,오산시,625437908.0,21.4,29795360.0,1.7,2024
경기도,용인시,625437908.0,21.4,135856696.0,7.6,2024
경기도,의왕시,625437908.0,21.4,29677000.0,1.7,2024
경기도,의정부시,625437908.0,21.4,41805813.0,2.3,2024
경기도,이천시,625437908.0,21.4,35581668.0,2.0,2024
경기도,파주시,625437908.0,21.4,51205119.0,2.9,2024
경기도,평택시,625437908.0,21.4,48023528.0,2.7,2024
경기도,포천시,625437908.0,21.4,27587620.0,1.5,2024
경기도,하남시,625437908.0,21.4,54645213.0,3.1,2024
경기도,화성시,625437908.0,21.4,98212464.0,5.5,2024
경상남도,거제시,157232103.0,5.4,22541740.0,6.2,2024
경상남도,거창군,157232103.0,5.4,6609036.0,1.8,2024
경상남도,고성군,157232103.0,5.4,10744520.0,3.0,2024
경상남도,김해시,157232103.0,5.4,44335022.0,12.2,2024
경상남도,남해군,157232103.0,5.4,8389745.0,2.3,2024
경상남도,밀양시,157232103.0,5.4,15237348.0,4.2,2024
경상남도,사천시,157232103.0,5.4,14876228.0,4.1,2024
경상남도,산청군,157232103.0,5.4,7476192.0,2.1,2024
경상남도,양산시,157232103.0,5.4,35162152.0,9.7,2024
경상남도,의령군,157232103.0,5.4,4518941.0,1.2,2024
경상남도,진주시,157232103.0,5.4,22439336.0,6.2,2024
경상남도,창녕군,157232103.0,5.4,9870903.0,2.7,2024
경상남도,창원시,157232103.0,5.4,112315598.0,30.9,2024
경상남도,통영시,157232103.0,5.4,15488764.0,4.3,2024
경상남도,하동군,157232103.0,5.4,7841480.0,2.2,2024
경상남도,함안군,157232103.0,5.4,10880264.0,3.0,2024
경상남도,함양군,157232103.0,5.4,7568953.0,2.1,2024
경상남도,합천군,157232103.0,5.4,6801081.0,1.9,2024
경상북도,경산시,178592992.0,6.1,29736892.0,9.1,2024
경상북도,경주시,178592992.0,6.1,47098236.0,14.3,2024
경상북도,고령군,178592992.0,6.1,6223000.0,1.9,2024
경상북도,구미시,178592992.0,6.1,26685134.0,8.1,2024
경상북도,김천시,178592992.0,6.1,14786800.0,4.5,2024
경상북도,문경시,178592992.0,6.1,11111191.0,3.4,2024
경상북도,봉화군,178592992.0,6.1,4612346.0,1.4,2024
경상북도,상주시,178592992.0,6.1,13678444.0,4.2,2024
경상북도,성주군,178592992.0,6.1,7492908.0,2.3,2024
경상북도,안동시,178592992.0,6.1,17166720.0,5.2,2024
경상북도,영덕군,178592992.0,6.1,10103415.0,3.1,2024
경상북도,영양군,178592992.0,6.1,1749542.0,0.5,2024
경상북도,영주시,178592992.0,6.1,9143516.0,2.8,2024
경상북도,영천시,178592992.0,6.1,13191692.0,4.0,2024
경상북도,예천군,178592992.0,6.1,6830548.0,2.1,2024
경상북도,울릉군,178592992.0,6.1,1640919.0,0.5,2024
경상북도,울진군,178592992.0,6.1,8011717.0,2.4,2024
경상북도,의성군,178592992.0,6.1,7034216.0,2.1,2024
경상북도,청도군,178592992.0,6.1,10355408.0,3.2,2024
경상북도,청송군,178592992.0,6.1,4938196.0,1.5,2024
경상북도,칠곡군,178592992.0,6.1,22351812.0,6.8,2024
경상북도,포항시,178592992.0,6.1,54589472.0,16.6,2024
광주광역시,광산구,66355821.0,2.3,47365294.0,23.5,2024
광주광역시,남구,66355821.0,2.3,20396568.0,10.1,2024
광주광역시,동구,66355821.0,2.3,33012763.0,16.4,2024
광주광역시,북구,66355821.0,2.3,48421499.0,24.0,2024
광주광역시,서구,66355821.0,2.3,52490116.0,26.0,2024
대구광역시,군위군,105352492.0,3.6,8138648.0,2.2,2024
대구광역시,남구,105352492.0,3.6,26680542.0,7.2,2024
대구광역시,달서구,105352492.0,3.6,55152086.0,14.9,2024
대구광역시,달성군,105352492.0,3.6,30073148.0,8.1,2024
대구광역시,동구,105352492.0,3.6,62932639.0,16.9,2024
대구광역시,북구,105352492.0,3.6,51487356.0,13.9,2024
대구광역시,서구,105352492.0,3.6,21062800.0,5.7,2024
대구광역시,수성구,105352492.0,3.6,50045880.0,13.5,2024
대구광역시,중구,105352492.0,3.6,65750276.0,17.7,2024
대전광역시,대덕구,84639908.0,2.9,27040402.0,11.4,2024
대전광역시,동구,84639908.0,2.9,41687964.0,17.6,2024
대전광역시,서구,84639908.0,2.9,62520644.0,26.4,2024
대전광역시,유성구,84639908.0,2.9,60916506.0,25.7,2024
대전광역시,중구,84639908.0,2.9,44978808.0,19.0,2024
부산광역시,강서구,150240038.0,5.1,41067383.0,7.1,2024
부산광역시,금정구,150240038.0,5.1,29811316.0,5.1,2024
부산광역시,기장군,150240038.0,5.1,40585640.0,7.0,2024
부산광역시,남구,150240038.0,5.1,30712129.0,5.3,2024
부산광역시,동구,150240038.0,5.1,36437030.0,6.3,2024
부산광역시,동래구,150240038.0,5.1,38889592.0,6.7,2024
부산광역시,부산진구,150240038.0,5.1,71485827.0,12.3,2024
부산광역시,북구,150240038.0,5.1,24157189.0,4.1,2024
부산광역시,사상구,150240038.0,5.1,28450558.0,4.9,2024
부산광역시,사하구,150240038.0,5.1,23972634.0,4.1,2024
부산광역시,서구,150240038.0,5.1,20592180.0,3.5,2024
부산광역시,수영구,150240038.0,5.1,38222387.0,6.6,2024
부산광역시,연제구,150240038.0,5.1,31276455.0,5.4,2024
부산광역시,영도구,150240038.0,5.1,18449960.0,3.2,2024
부산광역시,중구,150240038.0,5.1,39811723.0,6.8,2024
부산광역시,해운대구,150240038.0,5.1,68279911.0,11.7,2024
서울특별시,강남구,595780850.0,20.4,219722170.0,10.7,2024
서울특별시,강동구,595780850.0,20.4,51831332.0,2.5,2024
서울특별시,강북구,595780850.0,20.4,33298538.0,1.6,2024
서울특별시,강서구,595780850.0,20.4,82865100.0,4.0,2024
서울특별시,관악구,595780850.0,20.4,62900089.0,3.1,2024
서울특별시,광진구,595780850.0,20.4,71443292.0,3.5,2024
서울특별시,구로구,595780850.0,20.4,65360586.0,3.2,2024
서울특별시,금천구,595780850.0,20.4,28629710.0,1.4,2024
서울특별시,노원구,595780850.0,20.4,59005026.0,2.9,2024
서울특별시,도봉구,595780850.0,20.4,32230730.0,1.6,2024
서울특별시,동대문구,595780850.0,20.4,56590348.0,2.7,2024
서울특별시,동작구,595780850.0,20.4,61123206.0,3.0,2024
서울특별시,마포구,595780850.0,20.4,120597606.0,5.8,2024
서울특별시,서대문구,595780850.0,20.4,86049702.0,4.2,2024
서울특별시,서초구,595780850.0,20.4,170736923.0,8.3,2024
서울특별시,성동구,595780850.0,20.4,65565644.0,3.2,2024
서울특별시,성북구,595780850.0,20.4,51913470.0,2.5,2024
서울특별시,송파구,595780850.0,20.4,126025473.0,6.1,2024
서울특별시,양천구,595780850.0,20.4,37908140.0,1.8,2024
서울특별시,영등포구,595780850.0,20.4,116078750.0,5.6,2024
서울특별시,용산구,595780850.0,20.4,104059739.0,5.0,2024
서울특별시,은평구,595780850.0,20.4,36211455.0,1.8,2024
서울특별시,종로구,595780850.0,20.4,138343440.0,6.7,2024
서울특별시,중구,595780850.0,20.4,146894664.0,7.1,2024
서울특별시,중랑구,595780850.0,20.4,36452538.0,1.8,2024
세종특별자치시,세종특별자치시,27966670.0,1.0,31274120.0,100.0,2024
울산광역시,남구,49936890.0,1.7,45332696.0,31.7,2024
울산광역시,동구,49936890.0,1.7,13470146.0,9.4,2024
울산광역시,북구,49936890.0,1.7,24444567.0,17.1,2024
울산광역시,울주군,49936890.0,1.7,35822087.0,25.0,2024
울산광역시,중구,49936890.0,1.7,24058363.0,16.8,2024
인천광역시,강화군,177319548.0,6.1,16935478.0,4.1,2024
인천광역시,계양구,177319548.0,6.1,29857712.0,7.2,2024
인천광역시,남동구,177319548.0,6.1,54502150.0,13.1,2024
인천광역시,동구,177319548.0,6.1,8949308.0,2.2,2024
인천광역시,미추홀구,177319548.0,6.1,45037433.0,10.8,2024
인천광역시,부평구,177319548.0,6.1,47790642.0,11.5,2024
인천광역시,서구,177319548.0,6.1,55941554.0,13.5,2024
인천광역시,연수구,177319548.0,6.1,48486235.0,11.7,2024
인천광역시,옹진군,177319548.0,6.1,6507232.0,1.6,2024
인천광역시,중구,177319548.0,6.1,101801966.0,24.5,2024
전라남도,강진군,126777920.0,4.3,5775010.0,2.3,2024
전라남도,고흥군,126777920.0,4.3,6621496.0,2.6,2024
전라남도,곡성군,126777920.0,4.3,5351196.0,2.1,2024
전라남도,광양시,126777920.0,4.3,14129143.0,5.6,2024
전라남도,구례군,126777920.0,4.3,6466649.0,2.6,2024
전라남도,나주시,126777920.0,4.3,16137916.0,6.4,2024
전라남도,담양군,126777920.0,4.3,15756654.0,6.2,2024
전라남도,목포시,126777920.0,4.3,27081534.0,10.7,2024
전라남도,무안군,126777920.0,4.3,15970034.0,6.3,2024
전라남도,보성군,126777920.0,4.3,6985545.0,2.8,2024
전라남도,순천시,126777920.0,4.3,25716912.0,10.2,2024
전라남도,신안군,126777920.0,4.3,7578568.0,3.0,2024
전라남도,여수시,126777920.0,4.3,26919406.0,10.7,2024
전라남도,영광군,126777920.0,4.3,7131128.0,2.8,2024
전라남도,영암군,126777920.0,4.3,10373447.0,4.1,2024
전라남도,완도군,126777920.0,4.3,6277222.0,2.5,2024
전라남도,장성군,126777920.0,4.3,10175624.0,4.0,2024
전라남도,장흥군,126777920.0,4.3,5383088.0,2.1,2024
전라남도,진도군,126777920.0,4.3,5284006.0,2.1,2024
전라남도,함평군,126777920.0,4.3,5957623.0,2.4,2024
전라남도,해남군,126777920.0,4.3,9237014.0,3.7,2024
전라남도,화순군,126777920.0,4.3,12300620.0,4.9,2024
전북특별자치도,고창군,96296204.0,3.3,9170812.0,4.0,2024
전북특별자치도,군산시,96296204.0,3.3,25621810.0,11.1,2024
전북특별자치도,김제시,96296204.0,3.3,12243315.0,5.3,2024
전북특별자치도,남원시,96296204.0,3.3,10447776.0,4.5,2024
전북특별자치도,무주군,96296204.0,3.3,8365508.0,3.6,2024
전북특별자치도,부안군,96296204.0,3.3,10395539.0,4.5,2024
전북특별자치도,순창군,96296204.0,3.3,4857646.0,2.1,2024
전북특별자치도,완주군,96296204.0,3.3,23045603.0,10.0,2024
전북특별자치도,익산시,96296204.0,3.3,24753722.0,10.8,2024
전북특별자치도,임실군,96296204.0,3.3,8875772.0,3.9,2024
전북특별자치도,장수군,96296204.0,3.3,2678179.0,1.2,2024
전북특별자치도,전주시,96296204.0,3.3,73439580.0,31.9,2024
전북특별자치도,정읍시,96296204.0,3.3,11239448.0,4.9,2024
전북특별자치도,진안군,96296204.0,3.3,4794066.0,2.1,2024
제주특별자치도,서귀포시,57928874.0,2.0,43489054.0,42.6,2024
제주특별자치도,제주시,57928874.0,2.0,58599093.0,57.4,2024
충청남도,계룡시,165468408.0,5.7,5217796.0,1.7,2024
충청남도,공주시,165468408.0,5.7,24197768.0,7.9,2024
충청남도,금산군,165468408.0,5.7,10098074.0,3.3,2024
충청남도,논산시,165468408.0,5.7,16952096.0,5.5,2024
충청남도,당진시,165468408.0,5.7,23600700.0,7.7,2024
충청남도,보령시,165468408.0,5.7,17635404.0,5.8,2024
충청남도,부여군,165468408.0,5.7,10057978.0,3.3,2024
충청남도,서산시,165468408.0,5.7,17856293.0,5.8,2024
충청남도,서천군,165468408.0,5.7,10570476.0,3.5,2024
충청남도,아산시,165468408.0,5.7,38456334.0,12.6,2024
충청남도,예산군,165468408.0,5.7,14951020.0,4.9,2024
