광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
대구광역시,서구,8.7651389E7,3.5,1.8527428E7,5.8
대구광역시,남구,8.7651389E7,3.5,2.5638452E7,8.1
대구광역시,북구,8.7651389E7,3.5,4.2451448E7,13.4
대구광역시,수성구,8.7651389E7,3.5,4.3032504E7,13.6
대구광역시,달서구,8.7651389E7,3.5,4.7658006E7,15.0
대구광역시,달성군,8.7651389E7,3.5,2.8304171E7,8.9
대구광역시,군위군,8.7651389E7,3.5,6776224.0,2.1
대전광역시,동구,6.9111136E7,2.8,3.0505839E7,16.0
대전광역시,중구,6.9111136E7,2.8,3.6240096E7,19.0
대전광역시,서구,6.9111136E7,2.8,5.1109628E7,26.8
대전광역시,유성구,6.9111136E7,2.8,4.8667686E7,25.6
대전광역시,대덕구,6.9111136E7,2.8,2.388786E7,12.5
부산광역시,중구,1.23660862E8,4.9,3.396602E7,6.9
부산광역시,서구,1.23660862E8,4.9,1.9449622E7,3.9
부산광역시,동구,1.23660862E8,4.9,2.4920126E7,5.0
부산광역시,영도구,1.23660862E8,4.9,1.6394802E7,3.3
부산광역시,부산진구,1.23660862E8,4.9,6.0791451E7,12.3
부산광역시,동래구,1.23660862E8,4.9,3.032681E7,6.1
부산광역시,남구,1.23660862E8,4.9,2.6577478E7,5.4
부산광역시,북구,1.23660862E8,4.9,2.2362182E7,4.5
부산광역시,해운대구,1.23660862E8,4.9,6.0211344E7,12.2
부산광역시,사하구,1.23660862E8,4.9,2.1772576E7,4.4
부산광역시,금정구,1.23660862E8,4.9,2.5877372E7,5.2
부산광역시,강서구,1.23660862E8,4.9,3.2449991E7,6.6
부산광역시,연제구,1.23660862E8,4.9,2.4346392E7,4.9
부산광역시,수영구,1.23660862E8,4.9,3.229127E7,6.5
부산광역시,사상구,1.23660862E8,4.9,2.4341454E7,4.9
부산광역시,기장군,1.23660862E8,4.9,3.7769613E7,7.6
서울특별시,종로구,4.85882474E8,19.4,1.07097022E8,6.3
서울특별시,중구,4.85882474E8,19.4,1.08760337E8,6.4
서울특별시,용산구,4.85882474E8,19.4,7.9959243E7,4.7
서울특별시,성동구,4.85882474E8,19.4,5.1296546E7,3.0
서울특별시,광진구,4.85882474E8,19.4,5.878208E7,3.5
서울특별시,동대문구,4.85882474E8,19.4,4.68627E7,2.8
서울특별시,중랑구,4.85882474E8,19.4,3.2676668E7,1.9
서울특별시,성북구,4.85882474E8,19.4,4.338984E7,2.6
서울특별시,강북구,4.85882474E8,19.4,2.7820692E7,1.6
서울특별시,도봉구,4.85882474E8,19.4,2.7461399E7,1.6
서울특별시,노원구,4.85882474E8,19.4,5.1216522E7,3.0
서울특별시,은평구,4.85882474E8,19.4,3.3659616E7,2.0
서울특별시,서대문구,4.85882474E8,19.4,6.7080314E7,4.0
서울특별시,마포구,4.85882474E8,19.4,9.5604344E7,5.7
서울특별시,양천구,4.85882474E8,19.4,3.7560705E7,2.2
서울특별시,강서구,4.85882474E8,19.4,6.9242898E7,4.1
서울특별시,구로구,4.85882474E8,19.4,5.3841932E7,3.2
서울특별시,금천구,4.85882474E8,19.4,2.6626884E7,1.6
서울특별시,영등포구,4.85882474E8,19.4,9.4545342E7,5.6
서울특별시,동작구,4.85882474E8,19.4,4.7592356E7,2.8
서울특별시,관악구,4.85882474E8,19.4,5.066201E7,3.0
서울특별시,서초구,4.85882474E8,19.4,1.3767411E8,8.2
서울특별시,강남구,4.85882474E8,19.4,1.90964106E8,11.3
서울특별시,송파구,4.85882474E8,19.4,1.01119599E8,6.0
서울특별시,강동구,4.85882474E8,19.4,4.7430663E7,2.8
세종특별자치시,세종특별자치시,2.539047E7,1.0,2.851479E7,100.0
울산광역시,중구,4.2680078E7,1.7,2.3676184E7,19.1
울산광역시,남구,4.2680078E7,1.7,3.8066906E7,30.7
울산광역시,동구,4.2680078E7,1.7,1.2008734E7,9.7
울산광역시,북구,4.2680078E7,1.7,2.0508684E7,16.6
울산광역시,울주군,4.2680078E7,1.7,2.9605216E7,23.9
인천광역시,중구,1.35519552E8,5.4,4.2939816E7,13.7
인천광역시,동구,1.35519552E8,5.4,8445160.0,2.7
인천광역시,미추홀구,1.35519552E8,5.4,3.9504938E7,12.6
인천광역시,연수구,1.35519552E8,5.4,3.9031685E7,12.5
인천광역시,남동구,1.35519552E8,5.4,4.8062735E7,15.3
인천광역시,부평구,1.35519552E8,5.4,4.3624952E7,13.9
인천광역시,계양구,1.35519552E8,5.4,2.6054203E7,8.3
인천광역시,서구,1.35519552E8,5.4,4.449004E7,14.2
인천광역시,강화군,1.35519552E8,5.4,1.5791272E7,5.0
인천광역시,옹진군,1.35519552E8,5.4,5516472.0,1.8
전라남도,목포시,1.14436973E8,4.6,2.260194E7,9.9
전라남도,여수시,1.14436973E8,4.6,2.4306282E7,10.7
전라남도,순천시,1.14436973E8,4.6,2.2453095E7,9.9
전라남도,나주시,1.14436973E8,4.6,1.5644622E7,6.9
전라남도,광양시,1.14436973E8,4.6,1.2139018E7,5.3
전라남도,담양군,1.14436973E8,4.6,1.4833368E7,6.5
전라남도,곡성군,1.14436973E8,4.6,5136159.0,2.3
전라남도,구례군,1.14436973E8,4.6,5275848.0,2.3
전라남도,고흥군,1.14436973E8,4.6,6390626.0,2.8
전라남도,보성군,1.14436973E8,4.6,6381560.0,2.8
전라남도,화순군,1.14436973E8,4.6,1.1752678E7,5.2
전라남도,장흥군,1.14436973E8,4.6,4685838.0,2.1
전라남도,강진군,1.14436973E8,4.6,5099213.0,2.2
전라남도,해남군,1.14436973E8,4.6,8059597.0,3.5
전라남도,영암군,1.14436973E8,4.6,9770397.0,4.3
전라남도,무안군,1.14436973E8,4.6,1.3555031E7,6.0
전라남도,함평군,1.14436973E8,4.6,5938244.0,2.6
전라남도,영광군,1.14436973E8,4.6,7109368.0,3.1
전라남도,장성군,1.14436973E8,4.6,9715909.0,4.3
전라남도,완도군,1.14436973E8,4.6,5433396.0,2.4
전라남도,진도군,1.14436973E8,4.6,4400865.0,1.9
전라남도,신안군,1.14436973E8,4.6,6524318.0,2.9
전북특별자치도,전주시,8.3144446E7,3.3,6.3140774E7,31.5
전북특별자치도,군산시,8.3144446E7,3.3,2.2403854E7,11.2
전북특별자치도,익산시,8.3144446E7,3.3,2.1168035E7,10.6
전북특별자치도,정읍시,8.3144446E7,3.3,1.0483697E7,5.2
전북특별자치도,남원시,8.3144446E7,3.3,9066844.0,4.5
전북특별자치도,김제시,8.3144446E7,3.3,1.1594272E7,5.8
전북특별자치도,완주군,8.3144446E7,3.3,1.8135372E7,9.0
전북특별자치도,진안군,8.3144446E7,3.3,4480966.0,2.2
전북특별자치도,무주군,8.3144446E7,3.3,6618734.0,3.3
전북특별자치도,장수군,8.3144446E7,3.3,2749824.0,1.4
전북특별자치도,임실군,8.3144446E7,3.3,7329430.0,3.7
전북특별자치도,순창군,8.3144446E7,3.3,4421498.0,2.2
전북특별자치도,고창군,8.3144446E7,3.3,9529978.0,4.8
전북특별자치도,부안군,8.3144446E7,3.3,9431628.0,4.7
제주특별자치도,제주시,5.9284068E7,2.4,5.6725806E7,56.1
제주특별자치도,서귀포시,5.9284068E7,2.4,4.4353883E7,43.9
충청남도,천안시,1.42540388E8,5.7,6.87897E7,25.4
충청남도,공주시,1.42540388E8,5.7,2.4026292E7,8.9
충청남도,보령시,1.42540388E8,5.7,1.5815992E7,5.8
충청남도,아산시,1.42540388E8,5.7,3.0910642E7,11.4
충청남도,서산시,1.42540388E8,5.7,1.7729996E7,6.5
충청남도,논산시,1.42540388E8,5.7,1.4692181E7,5.4
충청남도,계룡시,1.42540388E8,5.7,4659302.0,1.7
충청남도,당진시,1.42540388E8,5.7,1.9619268E7,7.2
충청남도,금산군,1.42540388E8,5.7,9256268.0,3.4
충청남도,부여군,1.42540388E8,5.7,1.0183712E7,3.8
충청남도,서천군,1.42540388E8,5.7,9067366.0,3.3
충청남도,청양군,1.42540388E8,5.7,4360615.0,1.6
충청남도,홍성군,1.42540388E8,5.7,1.1541576E7,4.3
충청남도,예산군,1.42540388E8,5.7,1.3675403E7,5.1
충청남도,태안군,1.42540388E8,5.7,1.644356E7,6.1
충청북도,청주시,9.615123E7,3.8,9.8421782E7,48.4
충청북도,충주시,9.615123E7,3.8,2.1714721E7,10.7
충청북도,제천시,9.615123E7,3.8,1.2740413E7,6.3
충청북도,보은군,9.615123E7,3.8,5620916.0,2.8
충청북도,옥천군,9.615123E7,3.8,9778906.0,4.8
충청북도,영동군,9.615123E7,3.8,5877550.0,2.9
충청북도,증평군,9.615123E7,3.8,5545914.0,2.7
충청북도,진천군,9.615123E7,3.8,1.2106122E7,6.0
충청북도,괴산군,9.615123E7,3.8,9213708.0,4.5
충청북도,음성군,9.615123E7,3.8,1.5154209E7,7.4
충청북도,단양군,9.615123E7,3.8,7267372.0,3.6
