광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
강원특별자치도,춘천시,1.30221676E8,5.2,2.685005E7,11.6
강원특별자치도,원주시,1.30221676E8,5.2,2.7171554E7,11.7
강원특별자치도,강릉시,1.30221676E8,5.2,3.0439048E7,13.1
강원특별자치도,동해시,1.30221676E8,5.2,9914132.0,4.3
강원특별자치도,태백시,1.30221676E8,5.2,4479724.0,1.9
강원특별자치도,속초시,1.30221676E8,5.2,2.1206608E7,9.1
강원특별자치도,삼척시,1.30221676E8,5.2,1.0418016E7,4.5
강원특별자치도,홍천군,1.30221676E8,5.2,1.4878132E7,6.4
강원특별자치도,횡성군,1.30221676E8,5.2,1.0303069E7,4.4
강원특별자치도,영월군,1.30221676E8,5.2,6611294.0,2.8
강원특별자치도,평창군,1.30221676E8,5.2,1.524685E7,6.6
강원특별자치도,정선군,1.30221676E8,5.2,6932818.0,3.0
강원특별자치도,철원군,1.30221676E8,5.2,5992410.0,2.6
강원특별자치도,화천군,1.30221676E8,5.2,4188810.0,1.8
강원특별자치도,양구군,1.30221676E8,5.2,2804386.0,1.2
강원특별자치도,인제군,1.30221676E8,5.2,8615999.0,3.7
강원특별자치도,고성군,1.30221676E8,5.2,1.1557396E7,5.0
강원특별자치도,양양군,1.30221676E8,5.2,1.4366618E7,6.2
경기도,수원시,5.50778084E8,22.0,1.52560366E8,9.5
경기도,성남시,5.50778084E8,22.0,1.2850657E8,8.0
경기도,의정부시,5.50778084E8,22.0,3.8983164E7,2.4
경기도,안양시,5.50778084E8,22.0,5.7986999E7,3.6
경기도,부천시,5.50778084E8,22.0,6.4357422E7,4.0
경기도,광명시,5.50778084E8,22.0,3.5771718E7,2.2
경기도,평택시,5.50778084E8,22.0,4.1715107E7,2.6
경기도,동두천시,5.50778084E8,22.0,8661191.0,0.5
경기도,안산시,5.50778084E8,22.0,6.8769214E7,4.3
경기도,고양시,5.50778084E8,22.0,1.2625053E8,7.8
경기도,과천시,5.50778084E8,22.0,1.7460534E7,1.1
경기도,구리시,5.50778084E8,22.0,4.4499892E7,2.8
경기도,남양주시,5.50778084E8,22.0,6.9176723E7,4.3
경기도,오산시,5.50778084E8,22.0,2.396617E7,1.5
경기도,시흥시,5.50778084E8,22.0,5.2060984E7,3.2
경기도,군포시,5.50778084E8,22.0,2.33889E7,1.5
경기도,의왕시,5.50778084E8,22.0,2.5908606E7,1.6
경기도,하남시,5.50778084E8,22.0,5.4468354E7,3.4
경기도,용인시,5.50778084E8,22.0,1.17831668E8,7.3
경기도,파주시,5.50778084E8,22.0,5.0944372E7,3.2
경기도,이천시,5.50778084E8,22.0,3.7118246E7,2.3
경기도,안성시,5.50778084E8,22.0,3.4713E7,2.2
경기도,김포시,5.50778084E8,22.0,4.9863989E7,3.1
경기도,화성시,5.50778084E8,22.0,9.0607674E7,5.6
경기도,광주시,5.50778084E8,22.0,4.6799148E7,2.9
경기도,양주시,5.50778084E8,22.0,3.0473342E7,1.9
경기도,포천시,5.50778084E8,22.0,2.8450296E7,1.8
경기도,여주시,5.50778084E8,22.0,2.4591144E7,1.5
경기도,연천군,5.50778084E8,22.0,8699565.0,0.5
경기도,가평군,5.50778084E8,22.0,2.5675041E7,1.6
경기도,양평군,5.50778084E8,22.0,3.1775135E7,2.0
경상남도,창원시,1.40211858E8,5.6,1.0324539E8,31.2
경상남도,진주시,1.40211858E8,5.6,2.0448816E7,6.2
경상남도,통영시,1.40211858E8,5.6,1.522129E7,4.6
경상남도,사천시,1.40211858E8,5.6,1.459044E7,4.4
경상남도,김해시,1.40211858E8,5.6,3.8782096E7,11.7
경상남도,밀양시,1.40211858E8,5.6,1.4204606E7,4.3
경상남도,거제시,1.40211858E8,5.6,2.1481775E7,6.5
경상남도,양산시,1.40211858E8,5.6,3.1281656E7,9.5
경상남도,의령군,1.40211858E8,5.6,4051152.0,1.2
경상남도,함안군,1.40211858E8,5.6,1.00217E7,3.0
경상남도,창녕군,1.40211858E8,5.6,9019986.0,2.7
경상남도,고성군,1.40211858E8,5.6,8910734.0,2.7
경상남도,남해군,1.40211858E8,5.6,8077366.0,2.4
경상남도,하동군,1.40211858E8,5.6,7034128.0,2.1
경상남도,산청군,1.40211858E8,5.6,6165464.0,1.9
경상남도,함양군,1.40211858E8,5.6,5011472.0,1.5
경상남도,거창군,1.40211858E8,5.6,6510648.0,2.0
경상남도,합천군,1.40211858E8,5.6,6798610.0,2.1
경상북도,포항시,1.61251041E8,6.4,4.8867336E7,16.7
경상북도,경주시,1.61251041E8,6.4,3.9514853E7,13.5
경상북도,김천시,1.61251041E8,6.4,1.1520646E7,3.9
경상북도,안동시,1.61251041E8,6.4,1.6768266E7,5.7
경상북도,구미시,1.61251041E8,6.4,2.3329495E7,8.0
경상북도,영주시,1.61251041E8,6.4,8101432.0,2.8
경상북도,영천시,1.61251041E8,6.4,1.15999E7,4.0
경상북도,상주시,1.61251041E8,6.4,1.1742521E7,4.0
경상북도,문경시,1.61251041E8,6.4,9682043.0,3.3
경상북도,경산시,1.61251041E8,6.4,2.8463998E7,9.7
경상북도,의성군,1.61251041E8,6.4,6869790.0,2.4
경상북도,청송군,1.61251041E8,6.4,4840318.0,1.7
경상북도,영양군,1.61251041E8,6.4,1711731.0,0.6
경상북도,영덕군,1.61251041E8,6.4,9544528.0,3.3
경상북도,청도군,1.61251041E8,6.4,9837142.0,3.4
경상북도,고령군,1.61251041E8,6.4,5947232.0,2.0
경상북도,성주군,1.61251041E8,6.4,7086734.0,2.4
경상북도,칠곡군,1.61251041E8,6.4,1.7613631E7,6.0
경상북도,예천군,1.61251041E8,6.4,6470418.0,2.2
경상북도,봉화군,1.61251041E8,6.4,4177862.0,1.4
경상북도,울진군,1.61251041E8,6.4,6998764.0,2.4
경상북도,울릉군,1.61251041E8,6.4,1421388.0,0.5
광주광역시,동구,5.6231056E7,2.2,3.1778996E7,17.6
광주광역시,서구,5.6231056E7,2.2,4.5201681E7,25.0
광주광역시,남구,5.6231056E7,2.2,2.0335304E7,11.3
광주광역시,북구,5.6231056E7,2.2,4.2935288E7,23.8
광주광역시,광산구,5.6231056E7,2.2,4.0303263E7,22.3
대구광역시,중구,8.7651389E7,3.5,5.5329575E7,17.4
대구광역시,동구,8.7651389E7,3.5,4.951995E7,15.6
