기준년월,광역지자체,중분류,지출액(천원)
201901,전국,관광총소비,1.2389135824E10
201902,전국,관광총소비,1.1242731228E10
201903,전국,관광총소비,1.3073038211E10
201904,전국,관광총소비,1.2462619388E10
201905,전국,관광총소비,1.379236065E10
201906,전국,관광총소비,1.3051062492E10
201907,전국,관광총소비,1.3143617625E10
201908,전국,관광총소비,1.3980015352E10
201909,전국,관광총소비,1.2758917361E10
201910,전국,관광총소비,1.3716741616E10
201911,전국,관광총소비,1.3400050026E10
201912,전국,관광총소비,1.4044143572E10
201901,전국,호텔,1.18073371E8
201901,전국,캠핑장/펜션,7548805.0
201901,전국,기타숙박,1.09572507E8
201901,전국,여행업,2.02364376E8
201901,전국,항공운송,5.71235754E8
201901,전국,면세점,1.72173654E8
201901,전국,대형쇼핑몰,2.243024495E9
201901,전국,레저용품쇼핑,2.35306665E8
201901,전국,기타관광쇼핑,1.953455438E9
201901,전국,기타레저,1.59165208E8
201901,전국,문화서비스,1.34235839E8
201901,전국,육상운송,2.622290266E9
201901,전국,수상운송,9714702.0
201901,전국,골프장,6.841545E7
201901,전국,뷰티,2.65681322E8
201901,전국,일반외식업,2.973914004E9
201901,전국,제과음료업,4.43524771E8
201901,전국,콘도,4.8680749E7
201901,전국,렌터카,1.4257411E7
201901,전국,관광유원시설,2.5762715E7
201901,전국,스키장,1.073832E7
201902,전국,호텔,1.02884058E8
201902,전국,캠핑장/펜션,6881978.0
201902,전국,기타숙박,9.9824154E7
201902,전국,여행업,1.23829767E8
201902,전국,항공운송,4.63315413E8
201902,전국,면세점,1.62047766E8
201902,전국,대형쇼핑몰,2.158249423E9
201902,전국,레저용품쇼핑,2.23363364E8
201902,전국,기타관광쇼핑,1.769026843E9
201902,전국,기타레저,1.5100221E8
201902,전국,문화서비스,1.51666547E8
201902,전국,육상운송,2.292672203E9
201902,전국,수상운송,9465878.0
201902,전국,렌터카,1.5167612E7
201902,전국,골프장,9.5082772E7
201902,전국,뷰티,2.45838615E8
201902,전국,일반외식업,2.676975155E9
201902,전국,제과음료업,4.20636424E8
201902,전국,콘도,3.8666153E7
201902,전국,관광유원시설,2.866525E7
201902,전국,스키장,7469644.0
201903,전국,호텔,1.02763007E8
201903,전국,캠핑장/펜션,8684646.0
201903,전국,기타숙박,1.16214625E8
201903,전국,여행업,1.22759871E8
201903,전국,항공운송,4.64793544E8
201903,전국,면세점,1.60435761E8
201903,전국,대형쇼핑몰,2.605584253E9
201903,전국,레저용품쇼핑,2.94605786E8
201903,전국,기타관광쇼핑,1.993123504E9
201903,전국,기타레저,1.60324989E8
201903,전국,문화서비스,1.16463493E8
201903,전국,육상운송,2.654915253E9
201903,전국,수상운송,1.2311986E7
201903,전국,골프장,2.13548503E8
201903,전국,뷰티,2.94878501E8
201903,전국,일반외식업,3.187436202E9
201903,전국,제과음료업,4.97891184E8
201903,전국,콘도,2.1815465E7
201903,전국,렌터카,1.5607264E7
201903,전국,관광유원시설,2.8280569E7
201903,전국,스키장,599803.0
201904,전국,호텔,9.6994594E7
201904,전국,콘도,2.3116772E7
201904,전국,기타숙박,1.74543298E8
201904,전국,여행업,2.81808319E8
201904,전국,육상운송,2.538598357E9
201904,전국,항공운송,4.49213598E8
201904,전국,렌터카,2.1222458E7
201904,전국,면세점,2.28983893E8
201904,전국,레저용품쇼핑,3.36930291E8
201904,전국,관광유원시설,3.9073658E7
201904,전국,골프장,2.39680084E8
201904,전국,기타레저,1.40010075E8
201904,전국,문화서비스,1.1241008E8
201904,전국,캠핑장/펜션,7857210.0
201904,전국,대형쇼핑몰,2.334188081E9
201904,전국,기타관광쇼핑,1.817025764E9
201904,전국,수상운송,1.1187761E7
201904,전국,뷰티,2.50104992E8
201904,전국,일반외식업,2.898329564E9
201904,전국,제과음료업,4.61248434E8
201904,전국,스키장,92105.0
201905,전국,호텔,1.10355074E8
201905,전국,콘도,2.8829738E7
201905,전국,기타숙박,1.89234788E8
201905,전국,여행업,2.97489364E8
201905,전국,육상운송,2.760748396E9
201905,전국,항공운송,5.23151352E8
201905,전국,렌터카,2.3660864E7
201905,전국,면세점,2.48416732E8
201905,전국,레저용품쇼핑,3.7701203E8
201905,전국,관광유원시설,4.6329645E7
201905,전국,골프장,2.79170263E8
201905,전국,기타레저,1.57055884E8
201905,전국,문화서비스,1.29261162E8
201905,전국,캠핑장/펜션,9025075.0
201905,전국,대형쇼핑몰,2.613356979E9
201905,전국,기타관광쇼핑,1.993727972E9
201905,전국,수상운송,1.183398E7
201905,전국,뷰티,2.69375081E8
201905,전국,일반외식업,3.215307041E9
201905,전국,제과음료업,5.08834237E8
201905,전국,스키장,184996.0
201906,전국,호텔,1.10897405E8
201906,전국,콘도,3.5128744E7
201906,전국,기타숙박,2.03952534E8
201906,전국,여행업,2.89479241E8
201906,전국,육상운송,2.624934473E9
201906,전국,항공운송,4.77722321E8
201906,전국,렌터카,2.4795401E7
201906,전국,면세점,2.37163922E8
201906,전국,레저용품쇼핑,3.15307353E8
201906,전국,관광유원시설,4.2146608E7
201906,전국,골프장,2.76221687E8
201906,전국,기타레저,1.61199277E8
201906,전국,문화서비스,1.4860187E8
201906,전국,캠핑장/펜션,9070896.0
201906,전국,대형쇼핑몰,2.362414729E9
201906,전국,기타관광쇼핑,1.909082166E9
201906,전국,수상운송,1.025375E7
201906,전국,뷰티,2.64610177E8
201906,전국,일반외식업,3.061263016E9
201906,전국,제과음료업,4.86531761E8
201906,전국,스키장,285160.0
201907,전국,호텔,1.18754492E8
201907,전국,콘도,4.8363609E7
201907,전국,기타숙박,2.45523483E8
201907,전국,여행업,3.60702672E8
201907,전국,육상운송,2.694825692E9
201907,전국,항공운송,5.13911874E8
201907,전국,렌터카,3.4518493E7
201907,전국,면세점,2.54350141E8
201907,전국,레저용품쇼핑,2.97332813E8
201907,전국,관광유원시설,4.5867412E7
201907,전국,골프장,2.29403427E8
201907,전국,기타레저,1.6554965E8
201907,전국,문화서비스,1.50722216E8
201907,전국,캠핑장/펜션,9925906.0
201907,전국,대형쇼핑몰,2.239635987E9
201907,전국,기타관광쇼핑,1.890895139E9
201907,전국,수상운송,9319887.0
201907,전국,뷰티,2.60593689E8
201907,전국,일반외식업,3.08187203E9
201907,전국,제과음료업,4.91311977E8
201907,전국,스키장,237036.0
201908,전국,호텔,1.52644615E8
201908,전국,콘도,7.0752532E7
201908,전국,기타숙박,2.49115434E8
201908,전국,여행업,2.49622634E8
201908,전국,육상운송,2.932312432E9
201908,전국,항공운송,3.94823249E8
201908,전국,렌터카,3.4566282E7
201908,전국,면세점,2.18424205E8
201908,전국,레저용품쇼핑,2.70599805E8
201908,전국,관광유원시설,6.0325013E7
201908,전국,골프장,2.2976588E8
201908,전국,기타레저,1.93938121E8
201908,전국,문화서비스,1.59474532E8
201908,전국,캠핑장/펜션,1.261494E7
201908,전국,대형쇼핑몰,2.38165842E9
201908,전국,기타관광쇼핑,2.123126664E9
201908,전국,수상운송,1.332635E7
201908,전국,뷰티,2.74100637E8
201908,전국,일반외식업,3.417213744E9
201908,전국,제과음료업,5.41159284E8
201908,전국,스키장,450579.0
201909,전국,호텔,1.03014128E8
201909,전국,콘도,2.9520083E7
201909,전국,기타숙박,1.77254598E8
201909,전국,여행업,2.69114331E8
201909,전국,육상운송,2.544932118E9
201909,전국,항공운송,3.73767212E8
201909,전국,렌터카,2.5344211E7
201909,전국,면세점,2.34926824E8
201909,전국,레저용품쇼핑,3.00324572E8
201909,전국,관광유원시설,3.9823363E7
201909,전국,골프장,2.23221968E8
201909,전국,기타레저,1.55393392E8
201909,전국,문화서비스,1.02539723E8
201909,전국,캠핑장/펜션,7659816.0
201909,전국,대형쇼핑몰,2.510257823E9
201909,전국,기타관광쇼핑,2.052114872E9
201909,전국,수상운송,8515421.0
201909,전국,뷰티,2.4908901E8
201909,전국,일반외식업,2.873633299E9
201909,전국,제과음료업,4.78207687E8
201909,전국,스키장,262911.0
201910,전국,호텔,1.16004731E8
201910,전국,콘도,3.4491868E7
201910,전국,기타숙박,1.91227327E8
201910,전국,여행업,2.58429204E8
201910,전국,육상운송,2.816914906E9
201910,전국,항공운송,4.0325226E8
201910,전국,렌터카,2.770676E7
201910,전국,면세점,2.34924678E8
201910,전국,레저용품쇼핑,3.87324749E8
201910,전국,관광유원시설,6.19533E7
201910,전국,골프장,2.82732594E8
201910,전국,기타레저,1.6372426E8
201910,전국,문화서비스,1.10674598E8
201910,전국,캠핑장/펜션,9346373.0
201910,전국,대형쇼핑몰,2.564208926E9
201910,전국,기타관광쇼핑,1.985314416E9
201910,전국,수상운송,1.2177664E7
201910,전국,뷰티,2.5816864E8
201910,전국,일반외식업,3.284089182E9
201910,전국,제과음료업,5.138405E8
201910,전국,스키장,234679.0
201911,전국,호텔,1.11939208E8
201911,전국,콘도,2.7549206E7
201911,전국,기타숙박,1.84255917E8
201911,전국,여행업,2.58682463E8
