기준년월,광역지자체,중분류,지출액(천원)
201911,전국,육상운송,2.751567676E9
201911,전국,항공운송,3.4471743E8
201911,전국,렌터카,2.3516322E7
201911,전국,면세점,2.13249133E8
201911,전국,레저용품쇼핑,4.29395038E8
201911,전국,관광유원시설,3.4988408E7
201911,전국,골프장,2.37048245E8
201911,전국,기타레저,1.54307677E8
201911,전국,문화서비스,1.21080723E8
201911,전국,캠핑장/펜션,8192502.0
201911,전국,대형쇼핑몰,2.697735194E9
201911,전국,기타관광쇼핑,1.893171006E9
201911,전국,수상운송,9684001.0
201911,전국,뷰티,2.58434957E8
201911,전국,일반외식업,3.158646842E9
201911,전국,제과음료업,4.81464815E8
201911,전국,스키장,423265.0
201912,전국,호텔,1.49027447E8
201912,전국,콘도,4.43545E7
201912,전국,기타숙박,2.04061488E8
201912,전국,여행업,3.49159234E8
201912,전국,육상운송,2.81640986E9
201912,전국,항공운송,4.16122867E8
201912,전국,렌터카,2.7989507E7
201912,전국,면세점,2.28414303E8
201912,전국,레저용품쇼핑,3.59049038E8
201912,전국,관광유원시설,3.1743057E7
201912,전국,골프장,1.16449953E8
201912,전국,기타레저,1.77110205E8
201912,전국,문화서비스,1.34981291E8
201912,전국,캠핑장/펜션,8144275.0
201912,전국,대형쇼핑몰,2.795458895E9
201912,전국,기타관광쇼핑,1.903425372E9
201912,전국,수상운송,6924846.0
201912,전국,뷰티,2.84175235E8
201912,전국,일반외식업,3.467897152E9
201912,전국,제과음료업,5.17053435E8
201912,전국,스키장,6191611.0
