기준년월,광역지자체,중분류,지출액(천원)
202207,전국,대형쇼핑몰,2.691463434E9
202207,전국,기타관광쇼핑,2.242595484E9
202207,전국,수상운송,9943125.0
202207,전국,뷰티,2.57336691E8
202207,전국,일반외식업,3.638933002E9
202207,전국,제과음료업,6.62455874E8
202207,전국,스키장,1030042.0
202208,전국,호텔,1.91058562E8
202208,전국,콘도,1.00423222E8
202208,전국,기타숙박,3.64774378E8
202208,전국,여행업,1.40420472E8
202208,전국,육상운송,3.057202621E9
202208,전국,항공운송,3.60731749E8
202208,전국,렌터카,6.0753123E7
202208,전국,면세점,9.9619036E7
202208,전국,레저용품쇼핑,3.53074177E8
202208,전국,관광유원시설,6.7406504E7
202208,전국,골프장,3.34618427E8
202208,전국,기타레저,1.66030361E8
202208,전국,문화서비스,1.49194051E8
202208,전국,캠핑장/펜션,1.1088025E7
202208,전국,대형쇼핑몰,2.546741765E9
202208,전국,기타관광쇼핑,2.333391722E9
202208,전국,수상운송,1.2456417E7
202208,전국,뷰티,2.45794213E8
202208,전국,일반외식업,3.570648791E9
202208,전국,제과음료업,6.53305048E8
202208,전국,스키장,1201512.0
202209,전국,호텔,1.40993708E8
202209,전국,콘도,4.5970093E7
202209,전국,기타숙박,2.95929625E8
202209,전국,여행업,1.62559643E8
202209,전국,육상운송,2.875253208E9
202209,전국,항공운송,3.97942628E8
202209,전국,렌터카,5.3088991E7
202209,전국,면세점,7.9224876E7
202209,전국,레저용품쇼핑,3.75547653E8
202209,전국,관광유원시설,6.2977388E7
202209,전국,골프장,3.83198074E8
202209,전국,기타레저,1.53276788E8
202209,전국,문화서비스,1.16774378E8
202209,전국,캠핑장/펜션,7384414.0
202209,전국,대형쇼핑몰,2.674029459E9
202209,전국,기타관광쇼핑,2.384035778E9
202209,전국,수상운송,9473086.0
202209,전국,뷰티,2.59027353E8
202209,전국,일반외식업,3.309509493E9
202209,전국,제과음료업,6.33173836E8
202209,전국,스키장,410375.0
202210,전국,호텔,1.72971635E8
202210,전국,콘도,5.234308E7
202210,전국,기타숙박,3.4224382E8
202210,전국,여행업,1.86900784E8
202210,전국,육상운송,3.125780819E9
202210,전국,항공운송,4.44269447E8
202210,전국,렌터카,5.2093026E7
202210,전국,면세점,9.0376011E7
202210,전국,레저용품쇼핑,4.67295293E8
202210,전국,관광유원시설,8.2010469E7
202210,전국,골프장,4.46480605E8
202210,전국,기타레저,1.71291038E8
202210,전국,문화서비스,1.15736196E8
202210,전국,캠핑장/펜션,9427916.0
202210,전국,대형쇼핑몰,3.105687729E9
202210,전국,기타관광쇼핑,2.385393475E9
202210,전국,수상운송,1.4102974E7
202210,전국,뷰티,2.64837701E8
202210,전국,일반외식업,3.936684429E9
202210,전국,제과음료업,6.90724756E8
202210,전국,스키장,478990.0
202211,전국,호텔,1.42023858E8
202211,전국,콘도,3.9487888E7
202211,전국,기타숙박,3.13451672E8
202211,전국,여행업,1.78227559E8
202211,전국,육상운송,3.017832791E9
202211,전국,항공운송,4.62506402E8
202211,전국,렌터카,5.0241669E7
202211,전국,면세점,1.00564144E8
202211,전국,레저용품쇼핑,4.22955585E8
202211,전국,관광유원시설,4.0248787E7
202211,전국,골프장,3.65857729E8
202211,전국,기타레저,1.43260147E8
202211,전국,문화서비스,1.01737006E8
202211,전국,캠핑장/펜션,7526856.0
202211,전국,대형쇼핑몰,2.718495487E9
202211,전국,기타관광쇼핑,2.16415036E9
202211,전국,수상운송,9736449.0
202211,전국,뷰티,2.48122738E8
202211,전국,일반외식업,3.428571909E9
202211,전국,제과음료업,6.02230087E8
202211,전국,스키장,493247.0
202212,전국,호텔,1.7788382E8
202212,전국,콘도,5.5296785E7
202212,전국,기타숙박,3.2433242E8
202212,전국,여행업,2.4325964E8
202212,전국,육상운송,3.02913142E9
202212,전국,항공운송,4.85022057E8
202212,전국,렌터카,5.1166387E7
202212,전국,면세점,1.14255551E8
202212,전국,레저용품쇼핑,4.0174856E8
202212,전국,관광유원시설,3.2870152E7
202212,전국,골프장,1.38546013E8
202212,전국,기타레저,1.51970772E8
202212,전국,문화서비스,1.57618537E8
202212,전국,캠핑장/펜션,6757068.0
202212,전국,대형쇼핑몰,3.081517958E9
202212,전국,기타관광쇼핑,2.190796734E9
202212,전국,수상운송,6867468.0
202212,전국,뷰티,2.82110297E8
202212,전국,일반외식업,3.679688625E9
202212,전국,제과음료업,6.23812465E8
202212,전국,스키장,5089207.0
