광역지자체명,광역지자체 방문자 수,광역지자체 방문자 비율
서울특별시,4.85882474E8,19.4
부산광역시,1.23660862E8,4.9
대구광역시,8.7651389E7,3.5
인천광역시,1.35519552E8,5.4
광주광역시,5.6231056E7,2.2
대전광역시,6.9111136E7,2.8
울산광역시,4.2680078E7,1.7
세종특별자치시,2.539047E7,1.0
경기도,5.50778084E8,22.0
충청북도,9.615123E7,3.8
충청남도,1.42540388E8,5.7
전라남도,1.14436973E8,4.6
경상북도,1.61251041E8,6.4
경상남도,1.40211858E8,5.6
제주특별자치도,5.9284068E7,2.4
강원특별자치도,1.30221676E8,5.2
전북특별자치도,8.3144446E7,3.3
