광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
경상남도,창녕군,1.49980943E8,5.4,9477248.0,2.7
경상남도,고성군,1.49980943E8,5.4,9274412.0,2.6
경상남도,남해군,1.49980943E8,5.4,8727859.0,2.5
경상남도,하동군,1.49980943E8,5.4,7945378.0,2.2
경상남도,산청군,1.49980943E8,5.4,6966148.0,2.0
경상남도,함양군,1.49980943E8,5.4,5458870.0,1.5
경상남도,거창군,1.49980943E8,5.4,7225589.0,2.0
경상남도,합천군,1.49980943E8,5.4,7114698.0,2.0
경상북도,포항시,1.7734326E8,6.3,5.2692524E7,16.6
경상북도,경주시,1.7734326E8,6.3,4.5085918E7,14.2
경상북도,김천시,1.7734326E8,6.3,1.2562669E7,4.0
경상북도,안동시,1.7734326E8,6.3,1.7074925E7,5.4
경상북도,구미시,1.7734326E8,6.3,2.5228469E7,7.9
경상북도,영주시,1.7734326E8,6.3,8824459.0,2.8
경상북도,영천시,1.7734326E8,6.3,1.2458068E7,3.9
경상북도,상주시,1.7734326E8,6.3,1.2938674E7,4.1
경상북도,문경시,1.7734326E8,6.3,1.0809022E7,3.4
경상북도,경산시,1.7734326E8,6.3,3.0524529E7,9.6
경상북도,의성군,1.7734326E8,6.3,7126214.0,2.2
경상북도,청송군,1.7734326E8,6.3,5108344.0,1.6
경상북도,영양군,1.7734326E8,6.3,1713624.0,0.5
경상북도,영덕군,1.7734326E8,6.3,1.0054583E7,3.2
경상북도,청도군,1.7734326E8,6.3,1.04057E7,3.3
경상북도,고령군,1.7734326E8,6.3,6117394.0,1.9
경상북도,성주군,1.7734326E8,6.3,7236358.0,2.3
경상북도,칠곡군,1.7734326E8,6.3,2.0470104E7,6.4
경상북도,예천군,1.7734326E8,6.3,6823386.0,2.1
경상북도,봉화군,1.7734326E8,6.3,4491865.0,1.4
경상북도,울진군,1.7734326E8,6.3,7979226.0,2.5
경상북도,울릉군,1.7734326E8,6.3,1901498.0,0.6
광주광역시,동구,6.3615948E7,2.3,3.3352277E7,17.6
광주광역시,서구,6.3615948E7,2.3,4.7647999E7,25.1
광주광역시,남구,6.3615948E7,2.3,2.0090108E7,10.6
광주광역시,북구,6.3615948E7,2.3,4.5610103E7,24.1
광주광역시,광산구,6.3615948E7,2.3,4.2851809E7,22.6
대구광역시,중구,9.8772936E7,3.5,6.006456E7,17.4
대구광역시,동구,9.8772936E7,3.5,5.6189007E7,16.3
대구광역시,서구,9.8772936E7,3.5,1.9447942E7,5.6
대구광역시,남구,9.8772936E7,3.5,2.6562826E7,7.7
대구광역시,북구,9.8772936E7,3.5,4.6604635E7,13.5
대구광역시,수성구,9.8772936E7,3.5,4.7306658E7,13.7
대구광역시,달서구,9.8772936E7,3.5,5.2198192E7,15.1
대구광역시,달성군,9.8772936E7,3.5,2.9116199E7,8.4
대구광역시,군위군,9.8772936E7,3.5,7142751.0,2.1
대전광역시,동구,7.5608788E7,2.7,3.3015308E7,16.0
대전광역시,중구,7.5608788E7,2.7,3.8772097E7,18.8
대전광역시,서구,7.5608788E7,2.7,5.5863364E7,27.0
대전광역시,유성구,7.5608788E7,2.7,5.4704524E7,26.5
대전광역시,대덕구,7.5608788E7,2.7,2.4171354E7,11.7
부산광역시,중구,1.38010708E8,4.9,3.7722069E7,6.9
부산광역시,서구,1.38010708E8,4.9,2.0159069E7,3.7
부산광역시,동구,1.38010708E8,4.9,3.0051172E7,5.5
부산광역시,영도구,1.38010708E8,4.9,1.8604467E7,3.4
부산광역시,부산진구,1.38010708E8,4.9,6.8965788E7,12.6
부산광역시,동래구,1.38010708E8,4.9,3.3741586E7,6.2
부산광역시,남구,1.38010708E8,4.9,2.8351138E7,5.2
부산광역시,북구,1.38010708E8,4.9,2.303092E7,4.2
부산광역시,해운대구,1.38010708E8,4.9,6.6520097E7,12.2
부산광역시,사하구,1.38010708E8,4.9,2.2725566E7,4.2
부산광역시,금정구,1.38010708E8,4.9,2.8333676E7,5.2
부산광역시,강서구,1.38010708E8,4.9,3.7013578E7,6.8
부산광역시,연제구,1.38010708E8,4.9,2.7212216E7,5.0
부산광역시,수영구,1.38010708E8,4.9,3.6961858E7,6.8
부산광역시,사상구,1.38010708E8,4.9,2.6808778E7,4.9
부산광역시,기장군,1.38010708E8,4.9,4.1005926E7,7.5
서울특별시,종로구,5.56130988E8,19.9,1.29879656E8,6.8
서울특별시,중구,5.56130988E8,19.9,1.33961793E8,7.0
서울특별시,용산구,5.56130988E8,19.9,9.5371132E7,5.0
서울특별시,성동구,5.56130988E8,19.9,5.8112572E7,3.0
서울특별시,광진구,5.56130988E8,19.9,6.6617544E7,3.5
서울특별시,동대문구,5.56130988E8,19.9,5.1671602E7,2.7
서울특별시,중랑구,5.56130988E8,19.9,3.4615784E7,1.8
서울특별시,성북구,5.56130988E8,19.9,4.8643326E7,2.5
서울특별시,강북구,5.56130988E8,19.9,3.1508586E7,1.6
서울특별시,도봉구,5.56130988E8,19.9,2.925273E7,1.5
서울특별시,노원구,5.56130988E8,19.9,5.6191268E7,2.9
서울특별시,은평구,5.56130988E8,19.9,3.6421308E7,1.9
서울특별시,서대문구,5.56130988E8,19.9,7.8461716E7,4.1
서울특별시,마포구,5.56130988E8,19.9,1.13307425E8,5.9
서울특별시,양천구,5.56130988E8,19.9,3.8463642E7,2.0
서울특별시,강서구,5.56130988E8,19.9,7.6710417E7,4.0
서울특별시,구로구,5.56130988E8,19.9,5.8994282E7,3.1
서울특별시,금천구,5.56130988E8,19.9,2.9487342E7,1.5
서울특별시,영등포구,5.56130988E8,19.9,1.07130513E8,5.6
서울특별시,동작구,5.56130988E8,19.9,5.4011262E7,2.8
서울특별시,관악구,5.56130988E8,19.9,5.7054858E7,3.0
서울특별시,서초구,5.56130988E8,19.9,1.5243607E8,7.9
서울특별시,강남구,5.56130988E8,19.9,2.13504655E8,11.1
서울특별시,송파구,5.56130988E8,19.9,1.17390556E8,6.1
서울특별시,강동구,5.56130988E8,19.9,4.9553108E7,2.6
세종특별자치시,세종특별자치시,2.6820882E7,1.0,3.0568363E7,100.0
울산광역시,중구,4.6681992E7,1.7,2.4797276E7,18.2
울산광역시,남구,4.6681992E7,1.7,4.2565201E7,31.2
울산광역시,동구,4.6681992E7,1.7,1.2985752E7,9.5
울산광역시,북구,4.6681992E7,1.7,2.2849141E7,16.8
울산광역시,울주군,4.6681992E7,1.7,3.304525E7,24.3
인천광역시,중구,1.54843507E8,5.5,5.2976794E7,15.1
인천광역시,동구,1.54843507E8,5.5,9978692.0,2.8
인천광역시,미추홀구,1.54843507E8,5.5,4.3291955E7,12.3
인천광역시,연수구,1.54843507E8,5.5,4.413884E7,12.6
인천광역시,남동구,1.54843507E8,5.5,5.1977048E7,14.8
인천광역시,부평구,1.54843507E8,5.5,4.7531452E7,13.5
인천광역시,계양구,1.54843507E8,5.5,2.7352675E7,7.8
인천광역시,서구,1.54843507E8,5.5,5.0816966E7,14.5
인천광역시,강화군,1.54843507E8,5.5,1.6825641E7,4.8
인천광역시,옹진군,1.54843507E8,5.5,6333800.0,1.8
전라남도,목포시,1.26800233E8,4.5,2.5398748E7,10.3
전라남도,여수시,1.26800233E8,4.5,2.7107832E7,10.9
전라남도,순천시,1.26800233E8,4.5,2.5183882E7,10.2
전라남도,나주시,1.26800233E8,4.5,1.6318348E7,6.6
전라남도,광양시,1.26800233E8,4.5,1.3558184E7,5.5
전라남도,담양군,1.26800233E8,4.5,1.5470602E7,6.2
전라남도,곡성군,1.26800233E8,4.5,5564500.0,2.2
전라남도,구례군,1.26800233E8,4.5,5814886.0,2.3
전라남도,고흥군,1.26800233E8,4.5,6835178.0,2.8
전라남도,보성군,1.26800233E8,4.5,7043032.0,2.8
전라남도,화순군,1.26800233E8,4.5,1.2340874E7,5.0
전라남도,장흥군,1.26800233E8,4.5,5271406.0,2.1
전라남도,강진군,1.26800233E8,4.5,5643222.0,2.3
전라남도,해남군,1.26800233E8,4.5,8737082.0,3.5
전라남도,영암군,1.26800233E8,4.5,1.0405171E7,4.2
전라남도,무안군,1.26800233E8,4.5,1.4954258E7,6.0
전라남도,함평군,1.26800233E8,4.5,6448204.0,2.6
전라남도,영광군,1.26800233E8,4.5,7394706.0,3.0
전라남도,장성군,1.26800233E8,4.5,1.0277872E7,4.2
전라남도,완도군,1.26800233E8,4.5,5906562.0,2.4
전라남도,진도군,1.26800233E8,4.5,5006200.0,2.0
전라남도,신안군,1.26800233E8,4.5,6916976.0,2.8
전북특별자치도,전주시,9.4403148E7,3.4,6.8572914E7,31.3
전북특별자치도,군산시,9.4403148E7,3.4,2.4751338E7,11.3
전북특별자치도,익산시,9.4403148E7,3.4,2.2566236E7,10.3
전북특별자치도,정읍시,9.4403148E7,3.4,1.1415145E7,5.2
전북특별자치도,남원시,9.4403148E7,3.4,9988842.0,4.6
전북특별자치도,김제시,9.4403148E7,3.4,1.1876816E7,5.4
전북특별자치도,완주군,9.4403148E7,3.4,2.0633988E7,9.4
전북특별자치도,진안군,9.4403148E7,3.4,4713912.0,2.2
전북특별자치도,무주군,9.4403148E7,3.4,7888664.0,3.6
전북특별자치도,장수군,9.4403148E7,3.4,2899578.0,1.3
전북특별자치도,임실군,9.4403148E7,3.4,8092476.0,3.7
전북특별자치도,순창군,9.4403148E7,3.4,4987230.0,2.3
전북특별자치도,고창군,9.4403148E7,3.4,1.0168834E7,4.6
전북특별자치도,부안군,9.4403148E7,3.4,1.0210242E7,4.7
제주특별자치도,제주시,6.8144188E7,2.4,6.5237924E7,56.8
제주특별자치도,서귀포시,6.8144188E7,2.4,4.965275E7,43.2
충청남도,천안시,1.57650633E8,5.6,7.5736612E7,25.2
충청남도,공주시,1.57650633E8,5.6,2.7082615E7,9.0
충청남도,보령시,1.57650633E8,5.6,1.8345523E7,6.1
충청남도,아산시,1.57650633E8,5.6,3.4453363E7,11.5
충청남도,서산시,1.57650633E8,5.6,1.8311958E7,6.1
충청남도,논산시,1.57650633E8,5.6,1.6260534E7,5.4
충청남도,계룡시,1.57650633E8,5.6,5446164.0,1.8
충청남도,당진시,1.57650633E8,5.6,2.329299E7,7.8
충청남도,금산군,1.57650633E8,5.6,1.0397737E7,3.5
충청남도,부여군,1.57650633E8,5.6,1.1023642E7,3.7
충청남도,서천군,1.57650633E8,5.6,1.0108392E7,3.4
충청남도,청양군,1.57650633E8,5.6,4722434.0,1.6
충청남도,홍성군,1.57650633E8,5.6,1.2152854E7,4.0
충청남도,예산군,1.57650633E8,5.6,1.4961964E7,5.0
충청남도,태안군,1.57650633E8,5.6,1.8085298E7,6.0
충청북도,청주시,1.07613782E8,3.8,1.05561032E8,47.0
충청북도,충주시,1.07613782E8,3.8,2.4162316E7,10.8
충청북도,제천시,1.07613782E8,3.8,1.4744118E7,6.6
충청북도,보은군,1.07613782E8,3.8,6022919.0,2.7
충청북도,옥천군,1.07613782E8,3.8,1.0502908E7,4.7
충청북도,영동군,1.07613782E8,3.8,6496136.0,2.9
충청북도,증평군,1.07613782E8,3.8,5827234.0,2.6
충청북도,진천군,1.07613782E8,3.8,1.2821067E7,5.7
충청북도,괴산군,1.07613782E8,3.8,1.0510864E7,4.7
충청북도,음성군,1.07613782E8,3.8,1.9141188E7,8.5
충청북도,단양군,1.07613782E8,3.8,8807060.0,3.9
