광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
경기도,안성시,6.55389497E8,22.2,3.1043834E7,1.8
경기도,김포시,6.55389497E8,22.2,4.7667134E7,2.8
경기도,화성시,6.55389497E8,22.2,8.9546646E7,5.3
경기도,광주시,6.55389497E8,22.2,4.5215079E7,2.7
경기도,양주시,6.55389497E8,22.2,2.9263255E7,1.7
경기도,포천시,6.55389497E8,22.2,2.6015616E7,1.5
경기도,여주시,6.55389497E8,22.2,2.770909E7,1.6
경기도,연천군,6.55389497E8,22.2,7784830.0,0.5
경기도,가평군,6.55389497E8,22.2,2.3094194E7,1.4
경기도,양평군,6.55389497E8,22.2,2.9930516E7,1.8
경상남도,창원시,1.51265289E8,5.1,1.115798E8,32.4
경상남도,진주시,1.51265289E8,5.1,2.384131E7,6.9
경상남도,통영시,1.51265289E8,5.1,1.6292164E7,4.7
경상남도,사천시,1.51265289E8,5.1,1.5751638E7,4.6
경상남도,김해시,1.51265289E8,5.1,3.9193924E7,11.4
경상남도,밀양시,1.51265289E8,5.1,1.2142305E7,3.5
경상남도,거제시,1.51265289E8,5.1,2.2715196E7,6.6
경상남도,양산시,1.51265289E8,5.1,3.1494183E7,9.1
경상남도,의령군,1.51265289E8,5.1,3881920.0,1.1
경상남도,함안군,1.51265289E8,5.1,9714330.0,2.8
경상남도,창녕군,1.51265289E8,5.1,9184228.0,2.7
경상남도,고성군,1.51265289E8,5.1,8629593.0,2.5
경상남도,남해군,1.51265289E8,5.1,8245198.0,2.4
경상남도,하동군,1.51265289E8,5.1,6819354.0,2.0
경상남도,산청군,1.51265289E8,5.1,6427116.0,1.9
경상남도,함양군,1.51265289E8,5.1,5211360.0,1.5
경상남도,거창군,1.51265289E8,5.1,6574421.0,1.9
경상남도,합천군,1.51265289E8,5.1,6656632.0,1.9
경상북도,포항시,1.72036882E8,5.8,5.0961334E7,16.5
경상북도,경주시,1.72036882E8,5.8,4.2743736E7,13.8
경상북도,김천시,1.72036882E8,5.8,1.2365724E7,4.0
경상북도,안동시,1.72036882E8,5.8,1.8972849E7,6.1
경상북도,구미시,1.72036882E8,5.8,2.6384911E7,8.5
경상북도,영주시,1.72036882E8,5.8,8883763.0,2.9
경상북도,영천시,1.72036882E8,5.8,1.199204E7,3.9
경상북도,상주시,1.72036882E8,5.8,1.223698E7,4.0
경상북도,문경시,1.72036882E8,5.8,1.1129818E7,3.6
경상북도,경산시,1.72036882E8,5.8,3.16568E7,10.3
경상북도,의성군,1.72036882E8,5.8,6632430.0,2.1
경상북도,청송군,1.72036882E8,5.8,4838015.0,1.6
경상북도,영양군,1.72036882E8,5.8,1650008.0,0.5
경상북도,영덕군,1.72036882E8,5.8,9503288.0,3.1
경상북도,청도군,1.72036882E8,5.8,9198658.0,3.0
경상북도,고령군,1.72036882E8,5.8,5232266.0,1.7
경상북도,성주군,1.72036882E8,5.8,6930644.0,2.2
경상북도,칠곡군,1.72036882E8,5.8,1.7661318E7,5.7
경상북도,예천군,1.72036882E8,5.8,6418954.0,2.1
경상북도,봉화군,1.72036882E8,5.8,4130749.0,1.3
경상북도,울진군,1.72036882E8,5.8,7538332.0,2.4
경상북도,울릉군,1.72036882E8,5.8,1627668.0,0.5
광주광역시,동구,6.5535267E7,2.2,3.560179E7,18.5
광주광역시,서구,6.5535267E7,2.2,4.796133E7,24.9
광주광역시,남구,6.5535267E7,2.2,2.1515728E7,11.2
광주광역시,북구,6.5535267E7,2.2,4.4023018E7,22.9
광주광역시,광산구,6.5535267E7,2.2,4.349337E7,22.6
대구광역시,중구,1.0650284E8,3.6,7.1891634E7,19.3
대구광역시,동구,1.0650284E8,3.6,5.6371794E7,15.1
대구광역시,서구,1.0650284E8,3.6,2.1931536E7,5.9
대구광역시,남구,1.0650284E8,3.6,2.9484273E7,7.9
대구광역시,북구,1.0650284E8,3.6,4.9103002E7,13.2
대구광역시,수성구,1.0650284E8,3.6,4.985358E7,13.4
대구광역시,달서구,1.0650284E8,3.6,5.752573E7,15.5
대구광역시,달성군,1.0650284E8,3.6,2.9376277E7,7.9
대구광역시,군위군,1.0650284E8,3.6,6792695.0,1.8
대전광역시,동구,8.3144173E7,2.8,3.5775904E7,16.3
대전광역시,중구,8.3144173E7,2.8,4.4483422E7,20.3
대전광역시,서구,8.3144173E7,2.8,6.0149212E7,27.4
대전광역시,유성구,8.3144173E7,2.8,5.5794928E7,25.4
대전광역시,대덕구,8.3144173E7,2.8,2.3402572E7,10.7
부산광역시,중구,1.49672134E8,5.1,3.9469325E7,7.2
부산광역시,서구,1.49672134E8,5.1,2.0008912E7,3.6
부산광역시,동구,1.49672134E8,5.1,3.1445253E7,5.7
부산광역시,영도구,1.49672134E8,5.1,1.6011296E7,2.9
부산광역시,부산진구,1.49672134E8,5.1,7.2506812E7,13.2
부산광역시,동래구,1.49672134E8,5.1,3.7555672E7,6.8
부산광역시,남구,1.49672134E8,5.1,3.0712622E7,5.6
부산광역시,북구,1.49672134E8,5.1,2.1484844E7,3.9
부산광역시,해운대구,1.49672134E8,5.1,6.7203994E7,12.2
부산광역시,사하구,1.49672134E8,5.1,2.4125714E7,4.4
부산광역시,금정구,1.49672134E8,5.1,2.9714374E7,5.4
부산광역시,강서구,1.49672134E8,5.1,3.3281101E7,6.1
부산광역시,연제구,1.49672134E8,5.1,2.6421098E7,4.8
부산광역시,수영구,1.49672134E8,5.1,3.4416788E7,6.3
부산광역시,사상구,1.49672134E8,5.1,2.9395695E7,5.4
부산광역시,기장군,1.49672134E8,5.1,3.526558E7,6.4
서울특별시,종로구,6.48561588E8,22.0,1.36259134E8,7.0
서울특별시,중구,6.48561588E8,22.0,1.33279646E8,6.8
서울특별시,용산구,6.48561588E8,22.0,9.9567629E7,5.1
서울특별시,성동구,6.48561588E8,22.0,5.5818322E7,2.9
서울특별시,광진구,6.48561588E8,22.0,7.2715892E7,3.7
서울특별시,동대문구,6.48561588E8,22.0,5.6003962E7,2.9
서울특별시,중랑구,6.48561588E8,22.0,3.7262998E7,1.9
서울특별시,성북구,6.48561588E8,22.0,5.3798213E7,2.7
서울특별시,강북구,6.48561588E8,22.0,3.4381994E7,1.8
서울특별시,도봉구,6.48561588E8,22.0,3.1242463E7,1.6
서울특별시,노원구,6.48561588E8,22.0,5.6674457E7,2.9
서울특별시,은평구,6.48561588E8,22.0,3.9041474E7,2.0
서울특별시,서대문구,6.48561588E8,22.0,8.8864534E7,4.5
서울특별시,마포구,6.48561588E8,22.0,1.16726656E8,6.0
서울특별시,양천구,6.48561588E8,22.0,3.9097366E7,2.0
서울특별시,강서구,6.48561588E8,22.0,6.5781429E7,3.4
서울특별시,구로구,6.48561588E8,22.0,6.1859455E7,3.2
서울특별시,금천구,6.48561588E8,22.0,2.8283364E7,1.4
서울특별시,영등포구,6.48561588E8,22.0,1.02863218E8,5.3
서울특별시,동작구,6.48561588E8,22.0,5.8348552E7,3.0
서울특별시,관악구,6.48561588E8,22.0,5.7769408E7,3.0
서울특별시,서초구,6.48561588E8,22.0,1.61902514E8,8.3
서울특별시,강남구,6.48561588E8,22.0,2.01867586E8,10.3
서울특별시,송파구,6.48561588E8,22.0,1.15990308E8,5.9
서울특별시,강동구,6.48561588E8,22.0,5.2673474E7,2.7
세종특별자치시,세종특별자치시,2.5170582E7,0.9,2.7456622E7,100.0
울산광역시,중구,4.779376E7,1.6,2.6810147E7,20.1
울산광역시,남구,4.779376E7,1.6,4.3157709E7,32.3
울산광역시,동구,4.779376E7,1.6,1.2271147E7,9.2
울산광역시,북구,4.779376E7,1.6,2.209059E7,16.5
울산광역시,울주군,4.779376E7,1.6,2.918923E7,21.9
인천광역시,중구,1.77054619E8,6.0,6.6481303E7,17.9
인천광역시,동구,1.77054619E8,6.0,9153291.0,2.5
인천광역시,미추홀구,1.77054619E8,6.0,4.8415154E7,13.1
인천광역시,연수구,1.77054619E8,6.0,4.1423666E7,11.2
인천광역시,남동구,1.77054619E8,6.0,5.3820361E7,14.5
인천광역시,부평구,1.77054619E8,6.0,5.3344599E7,14.4
인천광역시,계양구,1.77054619E8,6.0,2.8668409E7,7.7
인천광역시,서구,1.77054619E8,6.0,4.9594083E7,13.4
인천광역시,강화군,1.77054619E8,6.0,1.4958006E7,4.0
인천광역시,옹진군,1.77054619E8,6.0,5125774.0,1.4
전라남도,목포시,1.17585839E8,4.0,2.3609856E7,10.6
전라남도,여수시,1.17585839E8,4.0,2.393943E7,10.8
전라남도,순천시,1.17585839E8,4.0,2.2752034E7,10.2
전라남도,나주시,1.17585839E8,4.0,1.4782526E7,6.6
전라남도,광양시,1.17585839E8,4.0,1.2304044E7,5.5
전라남도,담양군,1.17585839E8,4.0,1.3458774E7,6.0
전라남도,곡성군,1.17585839E8,4.0,5172668.0,2.3
전라남도,구례군,1.17585839E8,4.0,5476114.0,2.5
전라남도,고흥군,1.17585839E8,4.0,5513014.0,2.5
전라남도,보성군,1.17585839E8,4.0,6576059.0,3.0
전라남도,화순군,1.17585839E8,4.0,1.1632677E7,5.2
전라남도,장흥군,1.17585839E8,4.0,4712208.0,2.1
전라남도,강진군,1.17585839E8,4.0,5392807.0,2.4
전라남도,해남군,1.17585839E8,4.0,7829297.0,3.5
전라남도,영암군,1.17585839E8,4.0,9244526.0,4.2
전라남도,무안군,1.17585839E8,4.0,1.3373098E7,6.0
전라남도,함평군,1.17585839E8,4.0,5786848.0,2.6
전라남도,영광군,1.17585839E8,4.0,6696200.0,3.0
전라남도,장성군,1.17585839E8,4.0,8905323.0,4.0
전라남도,완도군,1.17585839E8,4.0,5537612.0,2.5
전라남도,진도군,1.17585839E8,4.0,4021248.0,1.8
전라남도,신안군,1.17585839E8,4.0,5966226.0,2.7
전북특별자치도,전주시,9.2151059E7,3.1,6.7845732E7,32.7
전북특별자치도,군산시,9.2151059E7,3.1,2.3651268E7,11.4
전북특별자치도,익산시,9.2151059E7,3.1,2.2542065E7,10.9
전북특별자치도,정읍시,9.2151059E7,3.1,1.1600134E7,5.6
전북특별자치도,남원시,9.2151059E7,3.1,9638794.0,4.6
전북특별자치도,김제시,9.2151059E7,3.1,1.0475826E7,5.0
전북특별자치도,완주군,9.2151059E7,3.1,1.7442786E7,8.4
전북특별자치도,진안군,9.2151059E7,3.1,4300240.0,2.1
전북특별자치도,무주군,9.2151059E7,3.1,7704168.0,3.7
전북특별자치도,장수군,9.2151059E7,3.1,2809331.0,1.4
전북특별자치도,임실군,9.2151059E7,3.1,6440147.0,3.1
전북특별자치도,순창군,9.2151059E7,3.1,4196878.0,2.0
전북특별자치도,고창군,9.2151059E7,3.1,9600630.0,4.6
전북특별자치도,부안군,9.2151059E7,3.1,9304922.0,4.5
제주특별자치도,제주시,5.2895899E7,1.8,5.1420257E7,56.5
제주특별자치도,서귀포시,5.2895899E7,1.8,3.9598464E7,43.5
충청남도,천안시,1.54606564E8,5.2,7.8526E7,27.6
충청남도,공주시,1.54606564E8,5.2,2.6713526E7,9.4
충청남도,보령시,1.54606564E8,5.2,1.5764014E7,5.5
충청남도,아산시,1.54606564E8,5.2,3.1481982E7,11.1
충청남도,서산시,1.54606564E8,5.2,1.8163078E7,6.4
충청남도,논산시,1.54606564E8,5.2,1.5101695E7,5.3
충청남도,계룡시,1.54606564E8,5.2,4756000.0,1.7
충청남도,당진시,1.54606564E8,5.2,1.8560668E7,6.5
충청남도,금산군,1.54606564E8,5.2,1.007273E7,3.5
충청남도,부여군,1.54606564E8,5.2,1.0653419E7,3.7
충청남도,서천군,1.54606564E8,5.2,9153644.0,3.2
충청남도,청양군,1.54606564E8,5.2,4618201.0,1.6
충청남도,홍성군,1.54606564E8,5.2,1.1889272E7,4.2
충청남도,예산군,1.54606564E8,5.2,1.408154E7,5.0
충청남도,태안군,1.54606564E8,5.2,1.4734304E7,5.2
충청북도,청주시,1.05067452E8,3.6,1.03176266E8,48.4
충청북도,충주시,1.05067452E8,3.6,2.3403538E7,11.0
충청북도,제천시,1.05067452E8,3.6,1.3675704E7,6.4
충청북도,보은군,1.05067452E8,3.6,6281114.0,2.9
충청북도,옥천군,1.05067452E8,3.6,1.0661175E7,5.0
충청북도,영동군,1.05067452E8,3.6,6595368.0,3.1
충청북도,증평군,1.05067452E8,3.6,5470927.0,2.6
충청북도,진천군,1.05067452E8,3.6,1.1141627E7,5.2
충청북도,괴산군,1.05067452E8,3.6,8942430.0,4.2
충청북도,음성군,1.05067452E8,3.6,1.5412828E7,7.2
충청북도,단양군,1.05067452E8,3.6,8439722.0,4.0
