기준년월,광역지자체,중분류,지출액(천원)
202510,전국,여행업,2.69276314E8
202510,전국,육상운송,2.757854481E9
202510,전국,항공운송,4.36763646E8
202510,전국,렌터카,6.1587761E7
202510,전국,면세점,1.75565498E8
202510,전국,레저용품쇼핑,4.16600605E8
202510,전국,관광유원시설,6.9069757E7
202510,전국,골프장,4.00819778E8
202510,전국,기타레저,1.67405558E8
202510,전국,문화서비스,1.38521942E8
202510,전국,대형쇼핑몰,2.953456924E9
202510,전국,기타관광쇼핑,2.54841248E9
202510,전국,수상운송,1.2415835E7
202510,전국,뷰티,2.98589276E8
202510,전국,일반외식업,3.897074798E9
202510,전국,제과음료업,7.35972092E8
202510,전국,스키장,292790.0
202511,전국,호텔,1.49943822E8
202511,전국,콘도,3.2694339E7
202511,전국,캠핑장/펜션,9256513.0
202511,전국,기타숙박,2.45352266E8
202511,전국,여행업,2.5217064E8
202511,전국,육상운송,2.908472209E9
202511,전국,항공운송,4.93279802E8
202511,전국,렌터카,5.3360366E7
202511,전국,면세점,1.58383733E8
202511,전국,레저용품쇼핑,4.28216348E8
202511,전국,관광유원시설,4.3399944E7
202511,전국,골프장,3.53134729E8
202511,전국,기타레저,1.46328309E8
202511,전국,문화서비스,1.10252027E8
202511,전국,대형쇼핑몰,2.990287132E9
202511,전국,기타관광쇼핑,2.295101663E9
202511,전국,수상운송,1.0037216E7
202511,전국,뷰티,3.08309281E8
202511,전국,일반외식업,3.736846455E9
202511,전국,제과음료업,6.8020615E8
202511,전국,스키장,292874.0
202512,전국,호텔,1.85220245E8
202512,전국,콘도,5.3515737E7
202512,전국,캠핑장/펜션,7481608.0
202512,전국,기타숙박,2.53632431E8
202512,전국,여행업,3.21192716E8
202512,전국,육상운송,3.003065516E9
202512,전국,항공운송,6.2253593E8
202512,전국,렌터카,5.5956882E7
202512,전국,면세점,1.59648764E8
202512,전국,레저용품쇼핑,3.53619529E8
202512,전국,관광유원시설,3.2399312E7
202512,전국,골프장,1.37843039E8
202512,전국,기타레저,1.53243818E8
202512,전국,문화서비스,1.37778988E8
202512,전국,대형쇼핑몰,3.061641716E9
202512,전국,기타관광쇼핑,2.269875275E9
202512,전국,수상운송,7099597.0
202512,전국,뷰티,3.27883244E8
202512,전국,일반외식업,3.922745369E9
202512,전국,제과음료업,7.04012001E8
202512,전국,스키장,4976064.0
