기준년월,광역지자체,중분류,지출액(천원)
202401,전국,관광총소비,1.398528228E10
202402,전국,관광총소비,1.3668634959E10
202403,전국,관광총소비,1.5257000651E10
202404,전국,관광총소비,1.4779286398E10
202405,전국,관광총소비,1.5873475908E10
202406,전국,관광총소비,1.513928956E10
202407,전국,관광총소비,1.49755617E10
202408,전국,관광총소비,1.5729874136E10
202409,전국,관광총소비,1.5003213011E10
202410,전국,관광총소비,1.5631728908E10
202411,전국,관광총소비,1.487764095E10
202412,전국,관광총소비,1.5350384631E10
202401,전국,호텔,1.47930788E8
202401,전국,콘도,5.8700471E7
202401,전국,캠핑장/펜션,5447597.0
202401,전국,기타숙박,2.77433378E8
202401,전국,여행업,4.3533882E8
202401,전국,육상운송,2.587531288E9
202401,전국,항공운송,7.34230158E8
202401,전국,렌터카,5.0294214E7
202401,전국,면세점,1.52341246E8
202401,전국,레저용품쇼핑,2.6544518E8
202401,전국,관광유원시설,4.0567963E7
202401,전국,골프장,9.758741E7
202401,전국,기타레저,1.41124111E8
202401,전국,문화서비스,1.16872064E8
202401,전국,대형쇼핑몰,2.530776455E9
202401,전국,기타관광쇼핑,2.11798599E9
202401,전국,수상운송,6165520.0
202401,전국,뷰티,2.66066466E8
202401,전국,일반외식업,3.34493751E9
202401,전국,제과음료업,6.00944217E8
202401,전국,스키장,7561436.0
202402,전국,호텔,1.53274719E8
202402,전국,콘도,4.9833328E7
202402,전국,캠핑장/펜션,5589732.0
202402,전국,기타숙박,2.69844829E8
202402,전국,여행업,3.47994173E8
202402,전국,육상운송,2.442513579E9
202402,전국,항공운송,5.52126316E8
202402,전국,렌터카,4.8014093E7
202402,전국,면세점,1.52481101E8
202402,전국,레저용품쇼핑,2.94069119E8
202402,전국,관광유원시설,5.6101417E7
202402,전국,골프장,1.46990557E8
202402,전국,기타레저,1.45004421E8
202402,전국,문화서비스,1.4240731E8
202402,전국,대형쇼핑몰,2.519453037E9
202402,전국,기타관광쇼핑,2.218162122E9
202402,전국,수상운송,6088025.0
202402,전국,뷰티,2.66722608E8
202402,전국,일반외식업,3.235893493E9
202402,전국,제과음료업,6.10610449E8
202402,전국,스키장,5460530.0
202403,전국,호텔,1.29917386E8
202403,전국,콘도,2.9758418E7
202403,전국,캠핑장/펜션,8263258.0
202403,전국,기타숙박,2.85395913E8
202403,전국,여행업,3.2856229E8
202403,전국,육상운송,2.723119266E9
202403,전국,항공운송,6.73100674E8
202403,전국,렌터카,5.2295423E7
202403,전국,면세점,1.62493465E8
202403,전국,레저용품쇼핑,3.66809732E8
202403,전국,관광유원시설,3.944431E7
202403,전국,골프장,3.05443643E8
202403,전국,기타레저,1.59510479E8
202403,전국,문화서비스,1.52187719E8
202403,전국,대형쇼핑몰,2.877512715E9
202403,전국,기타관광쇼핑,2.262789464E9
202403,전국,수상운송,8447294.0
202403,전국,뷰티,3.12276021E8
202403,전국,일반외식업,3.701413131E9
202403,전국,제과음료업,6.77804582E8
202403,전국,스키장,455468.0
202404,전국,호텔,1.25468672E8
202404,전국,콘도,3.5178202E7
202404,전국,캠핑장/펜션,8519350.0
202404,전국,기타숙박,2.84540975E8
202404,전국,여행업,3.23945615E8
202404,전국,육상운송,2.698901141E9
202404,전국,항공운송,6.18207511E8
202404,전국,렌터카,5.4916966E7
202404,전국,면세점,1.59487692E8
202404,전국,레저용품쇼핑,4.07929983E8
202404,전국,관광유원시설,5.2278637E7
202404,전국,골프장,3.71384014E8
202404,전국,기타레저,1.45338109E8
202404,전국,문화서비스,1.50467744E8
